Function,Dimension,Run,Error
1,30,1,0.00000000e+00
2,30,1,0.00000000e+00
3,30,1,1.09750387e-06
4,30,1,0.00000000e+00
5,30,1,0.00000000e+00
6,30,1,0.00000000e+00
7,30,1,1.23981918e+00
8,30,1,2.09355303e+01
9,30,1,2.65815013e+01
10,30,1,7.39604033e-03
11,30,1,0.00000000e+00
12,30,1,3.36747641e+00
13,30,1,4.65837948e+00
14,30,1,4.16384946e-02
15,30,1,2.90436736e+03
16,30,1,7.51805536e-01
17,30,1,3.04337551e+01
18,30,1,5.43985304e+01
19,30,1,1.19440551e+00
20,30,1,9.11770315e+00
21,30,1,3.00000000e+02
22,30,1,1.09851526e+02
23,30,1,2.63361898e+03
24,30,1,2.01331185e+02
25,30,1,2.38991098e+02
26,30,1,2.00000000e+02
27,30,1,3.00005881e+02
28,30,1,3.00000000e+02
1,30,2,0.00000000e+00
2,30,2,0.00000000e+00
3,30,2,7.02956936e-06
4,30,2,0.00000000e+00
5,30,2,0.00000000e+00
6,30,2,2.01057456e-07
7,30,2,3.22704015e-01
8,30,2,2.07215244e+01
9,30,2,2.49289202e+01
10,30,2,0.00000000e+00
11,30,2,0.00000000e+00
12,30,2,5.30696913e+00
13,30,2,1.35668443e+00
14,30,2,6.24577507e-02
15,30,2,2.58181082e+03
16,30,2,8.52479366e-01
17,30,2,3.04337514e+01
18,30,2,5.49481890e+01
19,30,2,1.27129151e+00
20,30,2,9.32987292e+00
21,30,2,4.43544142e+02
22,30,2,1.07983556e+02
23,30,2,3.02505497e+03
24,30,2,2.00005214e+02
25,30,2,2.34787239e+02
26,30,2,2.00000000e+02
27,30,2,3.11876141e+02
28,30,2,3.00000000e+02
1,30,3,0.00000000e+00
2,30,3,0.00000000e+00
3,30,3,1.65413680e-04
4,30,3,0.00000000e+00
5,30,3,0.00000000e+00
6,30,3,0.00000000e+00
7,30,3,3.47596687e-01
8,30,3,2.08920430e+01
9,30,3,2.66569046e+01
10,30,3,0.00000000e+00
11,30,3,0.00000000e+00
12,30,3,3.19671473e+00
13,30,3,4.34826090e+00
14,30,3,4.16384947e-02
15,30,3,2.96309123e+03
16,30,3,2.24449780e-01
17,30,3,3.04337483e+01
18,30,3,5.19370696e+01
