Function,Dimension,Run,ErrorValue,Evals,Time
1,10,1,100,6330,0.354
1,10,2,100,6400,0.366
1,10,3,100,7910,0.456
1,10,4,100,10970,0.579
1,10,5,100,5940,0.303
1,10,6,100,6260,0.358
1,10,7,100,5970,0.324
1,10,8,100,8060,0.452
1,10,9,100,6220,0.342
1,10,10,100,12740,0.734
1,10,11,100,6460,0.352
1,10,12,100,5780,0.323
1,10,13,100,6220,0.347
1,10,14,100,11610,0.652
1,10,15,100,5750,0.332
1,10,16,100,5940,0.35
1,10,17,100,6020,0.342
1,10,18,100,5910,0.326
1,10,19,100,5770,0.324
1,10,20,100,6030,0.333
1,10,21,100,5680,0.304
1,10,22,100,5900,0.347
1,10,23,100,6190,0.359
1,10,24,100,5880,0.337
1,10,25,100,6100,0.322
1,10,26,100,7660,0.426
1,10,27,100,9670,0.517
1,10,28,100,6110,0.355
1,10,29,100,6020,0.326
1,10,30,100,6430,0.351
1,10,31,100,5660,0.299
1,10,32,100,6230,0.367
1,10,33,100,6280,0.36
1,10,34,100,6270,0.351
1,10,35,100,6270,0.426
1,10,36,100,6870,0.437
1,10,37,100,6250,0.344
1,10,38,100,6340,0.362
1,10,39,100,5870,0.333
1,10,40,100,6120,0.341
1,10,41,100,5870,0.311
1,10,42,100,5910,0.314
1,10,43,100,5940,0.344
1,10,44,100,5740,0.324
1,10,45,100,6100,0.328
1,10,46,100,7510,0.419
1,10,47,100,7830,0.446
1,10,48,100,5970,0.306
1,10,49,100,6160,0.318
1,10,50,100,6270,0.319
1,10,51,100,6050,0.308
2,10,1,2657.84,4910,0.283
2,10,2,1822.96,13770,0.744
2,10,3,2039.97,5870,0.336
2,10,4,1432.87,4020,-1.012
2,10,5,2220.27,3690,0.212
2,10,6,2322.31,4070,0.224
2,10,7,1973.45,5590,0.309
2,10,8,2216.18,4120,0.215
2,10,9,1952.61,3470,0.213
2,10,10,2095.93,4470,0.246
2,10,11,2159.2,7820,0.435
2,10,12,1950.79,3600,0.213
2,10,13,1767.28,4100,0.234
2,10,14,1850.9,8260,0.444
2,10,15,2048.41,5050,0.311
2,10,16,2277.11,3520,0.197
2,10,17,1484.73,4000,0.247
2,10,18,1878.68,5100,0.298
2,10,19,1887.33,3870,0.21
2,10,20,2759.55,3650,0.203
2,10,21,2187.7,3600,0.221
2,10,22,1446.64,3870,0.249
2,10,23,1981.56,3870,0.223
2,10,24,2532.79,3410,0.187
2,10,25,2285.68,4000,0.226
2,10,26,2662.3,27730,1.589
2,10,27,1875.39,3350,0.183
2,10,28,1806.14,3770,0.208
2,10,29,1735.96,4210,0.222
2,10,30,1846.7,4450,0.259
2,10,31,1929.19,3880,0.246
2,10,32,2280.31,10010,0.538
2,10,33,2174.02,4100,0.218
2,10,34,2084.54,3330,0.174
2,10,35,1494.16,4740,0.247
2,10,36,2456.66,3720,0.202
2,10,37,1141.28,5120,0.274
2,10,38,1875.72,3750,0.225
2,10,39,1816.08,18550,1.048
2,10,40,1882.17,5640,0.326
2,10,41,1715.99,4580,0.255
2,10,42,1727.59,4530,0.238
2,10,43,2770.76,3500,0.186
2,10,44,1252.02,4200,0.234
2,10,45,2061.12,3380,0.177
2,10,46,2238.38,4040,0.23
2,10,47,1905.56,3450,0.194
2,10,48,1609,12780,0.687
2,10,49,1407.94,3890,0.22
2,10,50,2060.38,4070,0.251
2,10,51,1579.3,20300,1.219
3,10,1,716.731,5680,0.337
3,10,2,715.066,4710,0.275
3,10,3,717.95,3910,0.221
3,10,4,730.259,3670,0.213
3,10,5,725.462,3890,0.219
3,10,6,722.079,3990,0.23
3,10,7,723.134,4860,0.276
3,10,8,736.965,5430,0.314
3,10,9,718.363,3870,0.226
3,10,10,726.516,3950,0.238
3,10,11,728.893,4710,0.267
3,10,12,734.173,3410,0.192
3,10,13,726.481,3680,0.201
3,10,14,730.624,4440,0.255
3,10,15,713.433,4260,0.228
3,10,16,735.99,5200,0.269
3,10,17,720.998,3730,0.202
3,10,18,724.002,3800,0.201
3,10,19,719.664,4760,0.256
3,10,20,725.12,3910,0.206
3,10,21,720.69,4940,0.26
3,10,22,730.468,4120,0.217
3,10,23,715.658,4150,0.237
3,10,24,731.757,3600,0.204
3,10,25,716.938,5440,0.329
3,10,26,717.107,4270,0.26
3,10,27,718.044,3840,0.227
3,10,28,723.546,4210,0.243
3,10,29,728.504,5050,0.281
3,10,30,716.992,4490,0.252
3,10,31,723.438,4910,0.277
3,10,32,727.925,4310,0.247
3,10,33,723.311,3690,0.208
3,10,34,725.02,4410,0.247
3,10,35,723.757,4830,0.285
3,10,36,716.594,3900,0.22
3,10,37,722.039,4330,0.244
3,10,38,717.238,4110,0.229
3,10,39,722.99,3650,0.189
3,10,40,721.661,3880,0.203
3,10,41,728.89,5050,0.271
3,10,42,722.071,4860,0.282
3,10,43,720.774,4800,0.256
3,10,44,715.139,4300,0.261
3,10,45,718.433,4070,0.266
3,10,46,713.393,4130,0.249
3,10,47,714.97,4040,0.255
3,10,48,716.02,4550,0.258
3,10,49,721.214,3440,0.198
3,10,50,714.984,3950,0.223
3,10,51,717.409,3930,0.204
4,10,1,1901.65,4860,0.253
4,10,2,1901.57,5850,0.313
4,10,3,1901.81,5860,0.338
4,10,4,1900.9,4950,0.278
4,10,5,1900.92,7430,0.412
4,10,6,1901.09,7330,0.408
4,10,7,1901.08,6500,0.332
4,10,8,1901.97,4630,0.253
4,10,9,1900.73,5140,0.293
4,10,10,1900.79,7900,0.43
4,10,11,1901.11,13470,0.723
4,10,12,1901,4530,0.247
4,10,13,1900.9,5670,-0.916
4,10,14,1900.67,5000,0.265
4,10,15,1900.75,5170,0.275
4,10,16,1901.12,5740,0.312
4,10,17,1901.13,6960,0.358
4,10,18,1900.73,5210,0.267
4,10,19,1900.48,5330,0.27
4,10,20,1901.06,5820,0.33
4,10,21,1901.3,4910,0.27
4,10,22,1901.54,4990,0.278
4,10,23,1901.34,4730,0.265
4,10,24,1901,5620,0.318
4,10,25,1901.34,5210,0.293
4,10,26,1901.93,4990,0.275
4,10,27,1900.85,4880,0.272
4,10,28,1900.8,5770,0.325
4,10,29,1900.82,5960,0.328
4,10,30,1900.87,5360,0.297
4,10,31,1901.03,5740,0.316
4,10,32,1900.93,5070,0.276
