Function,Dimension,Run,ErrorValue,Evals,Time
8,10,51,3287.4,3350,0.176
9,10,1,2600,4940,0.269
9,10,2,2736.5,3180,0.173
9,10,3,2600,4850,0.302
9,10,4,2600.49,3260,0.177
9,10,5,2747.5,4750,0.285
9,10,6,2743.92,3250,0.19
9,10,7,2736.96,3450,0.206
9,10,8,2746.71,3660,0.206
9,10,9,2740.73,3670,0.199
9,10,10,2736.12,4270,0.237
9,10,11,2745.94,3780,0.207
9,10,12,2739.78,3660,0.205
9,10,13,2741.51,3650,0.215
9,10,14,2600.68,3450,0.196
9,10,15,2737.66,3220,0.188
9,10,16,2746.43,4320,0.254
9,10,17,2742.58,3520,0.22
9,10,18,2600,4930,0.321
9,10,19,2738.43,4150,0.241
9,10,20,2749.42,3670,0.217
9,10,21,2741.68,3790,0.217
9,10,22,2500,5660,0.341
9,10,23,2739.07,3350,0.191
9,10,24,2600.8,3640,0.211
9,10,25,2743.28,3500,0.211
9,10,26,2740.23,3830,0.225
9,10,27,2747.43,3410,0.208
9,10,28,2739.21,3920,0.227
9,10,29,2745.62,3720,0.223
9,10,30,2743.21,3310,0.199
9,10,31,2500,5080,0.325
9,10,32,2600,4920,0.296
9,10,33,2500,5290,0.307
9,10,34,2600,5170,-0.909
9,10,35,2750.39,3630,0.2
9,10,36,2742.69,4370,0.251
9,10,37,2738.73,3530,0.201
9,10,38,2743.76,4380,0.282
9,10,39,2500,4890,0.299
9,10,40,2739.94,3240,0.192
9,10,41,2746.51,3420,0.206
9,10,42,2600,4850,0.273
9,10,43,2737.01,3380,0.194
9,10,44,2500,5230,0.364
9,10,45,2742.73,3790,0.246
9,10,46,2600,5270,0.355
9,10,47,2600,4490,0.298
9,10,48,2745.55,3820,0.279
9,10,49,2500,5390,0.375
9,10,50,2600.48,3170,0.258
9,10,51,2750.44,3560,0.266
10,10,1,3024.2,4350,0.347
10,10,2,2945.83,3680,0.224
10,10,3,2943.38,3970,0.231
10,10,4,2898.06,4020,0.223
10,10,5,2943.41,4370,0.269
10,10,6,2943.39,4760,0.274
10,10,7,2898.11,3650,0.224
10,10,8,2898.16,3850,0.217
10,10,9,2943.79,4490,0.249
10,10,10,2898.11,4010,0.227
10,10,11,2969.4,3910,0.256
10,10,12,2943.42,4180,0.253
10,10,13,2943.5,4170,0.226
10,10,14,2898.64,3880,0.21
10,10,15,2946.03,4380,0.236
10,10,16,2897.74,4250,0.225
10,10,17,2943.54,4130,0.221
10,10,18,2943.52,4180,0.227
10,10,19,2943.43,5340,0.286
10,10,20,2943.61,4770,0.26
10,10,21,2945.89,4220,0.224
10,10,22,2943.47,4340,0.237
10,10,23,2946.13,4780,0.258
10,10,24,2946.94,4240,0.227
10,10,25,2943.38,4370,0.244
10,10,26,2943.46,4460,0.247
10,10,27,2898.04,4540,0.241
10,10,28,2945.87,4790,0.282
10,10,29,2945.91,4370,0.269
10,10,30,2946.11,4520,0.299
10,10,31,2946.61,4430,0.279
10,10,32,2946.14,4620,0.279
10,10,33,2898.13,3740,0.234
10,10,34,2898.25,4580,0.269
10,10,35,2898.25,4180,0.254
10,10,36,2943.43,4370,0.258
10,10,37,2945.95,4490,0.299
10,10,38,2945.87,3960,0.232
10,10,39,2948.91,3700,0.207
10,10,40,2943.93,4780,0.262
10,10,41,2946.86,4540,0.253
10,10,42,2897.8,3180,0.171
10,10,43,2944.18,4100,0.224
10,10,44,2943.42,4040,0.216
10,10,45,2897.75,3780,0.204
10,10,46,2946,3230,0.195
10,10,47,2945.86,4580,0.262
10,10,48,2943.44,3880,0.238
10,10,49,2898.11,4680,0.275
10,10,50,2898.08,3930,0.229
10,10,51,2943.4,4250,0.244
