Function,Dimension,Run,ErrorValue,Evals,Time
1,10,1,100,6830,0.393
1,10,2,100,6200,0.336
1,10,3,100,9240,0.507
1,10,4,100,6020,0.326
1,10,5,100,6060,0.324
1,10,6,100,6050,0.33
1,10,7,100,6030,0.307
1,10,8,100,6150,0.335
1,10,9,100,11620,0.641
1,10,10,100,5970,0.346
1,10,11,100,6030,0.341
1,10,12,100,6030,0.326
1,10,13,100,10320,0.546
1,10,14,100,6120,0.351
1,10,15,100,5740,0.302
1,10,16,100,10680,0.589
1,10,17,100,6280,0.344
1,10,18,100,5930,0.317
1,10,19,100,5830,0.301
1,10,20,100,5930,0.329
1,10,21,100,12310,0.641
1,10,22,100,5990,0.308
1,10,23,100,6540,0.366
1,10,24,100,6300,0.335
1,10,25,100,6190,0.336
1,10,26,100,5640,0.3
1,10,27,100,6540,0.353
1,10,28,100,6030,0.311
1,10,29,100,8190,0.446
1,10,30,100,6090,0.316
1,10,31,100,5860,0.302
1,10,32,100,6220,0.323
1,10,33,100,5990,0.317
1,10,34,100,5890,0.368
1,10,35,100,5730,0.31
1,10,36,100,13320,-0.447
1,10,37,100,6230,0.328
1,10,38,100,6290,0.353
1,10,39,100,6050,0.354
1,10,40,100,9570,0.557
1,10,41,100,9980,0.58
1,10,42,100,6170,0.33
1,10,43,100,6110,0.329
1,10,44,100,5950,0.322
1,10,45,100,6280,0.34
1,10,46,100,6490,0.34
1,10,47,100,6020,0.33
1,10,48,100,6200,0.337
1,10,49,100,6230,0.323
1,10,50,100,5890,0.304
1,10,51,100,7250,0.382
2,10,1,2522.36,27730,1.55
2,10,2,2186.32,8190,0.463
2,10,3,2496.91,27730,1.579
2,10,4,2052.49,4760,0.283
2,10,5,2398.24,3540,0.193
2,10,6,2061.22,6970,0.426
2,10,7,1261.44,4170,0.266
2,10,8,1872.03,4390,0.268
2,10,9,1932.47,3520,0.199
2,10,10,1674.57,5470,0.326
2,10,11,1590.87,27730,1.608
2,10,12,1611,4600,0.276
2,10,13,2100.62,4080,0.234
2,10,14,2411.55,3820,0.208
2,10,15,1478.15,7280,0.454
2,10,16,1574.36,5490,0.344
2,10,17,1642.29,3840,0.209
2,10,18,2013.37,4300,0.265
2,10,19,1973.24,4010,0.235
2,10,20,1562.2,4230,0.219
2,10,21,2051.31,5150,0.328
2,10,22,2247.8,3550,0.203
2,10,23,2069.39,19650,1.134
2,10,24,2127.02,4560,0.298
2,10,25,1731.51,3570,0.234
2,10,26,1834.04,4390,0.263
2,10,27,1569.28,7520,0.443
2,10,28,2108.84,4290,0.264
2,10,29,1496.97,3390,0.2
2,10,30,2001.79,3780,0.242
2,10,31,1585.5,7980,0.429
2,10,32,2082.97,9870,0.594
2,10,33,1571.71,4480,0.258
2,10,34,1706.14,3570,0.193
2,10,35,1756.89,4170,0.235
2,10,36,2074.3,23670,1.228
2,10,37,1222.43,4420,0.27
2,10,38,1695.06,4440,0.277
2,10,39,2070.9,20430,1.155
2,10,40,1731.57,3980,0.21
2,10,41,1370.23,3800,0.208
2,10,42,1971.98,3370,0.188
2,10,43,1926.54,4100,0.238
2,10,44,2196.96,4440,0.244
2,10,45,1812.96,3880,0.236
2,10,46,1487.77,5010,0.298
2,10,47,1496.26,5220,0.304
2,10,48,2163.69,3990,0.211
2,10,49,2392.49,7700,0.458
2,10,50,1922.04,4270,0.258
2,10,51,1713.55,22950,1.341
3,10,1,717.365,4700,0.271
3,10,2,723.237,4600,0.245
3,10,3,722.087,4480,0.239
3,10,4,718.058,3870,0.236
3,10,5,721.048,4130,0.229
3,10,6,718.489,3780,0.227
3,10,7,720.422,7450,0.401
3,10,8,734.064,3890,0.221
3,10,9,727.779,3710,0.228
3,10,10,737.377,3980,0.239
3,10,11,716.038,4150,0.216
3,10,12,718.9,4850,0.263
3,10,13,727.709,4090,0.226
3,10,14,729.58,4830,0.276
3,10,15,732.13,4140,0.245
3,10,16,711.698,3730,0.197
3,10,17,718.878,5780,0.339
3,10,18,723.495,4960,-0.948
3,10,19,725.862,4360,0.251
3,10,20,715.998,4200,0.219
3,10,21,730.259,3950,0.229
3,10,22,725.795,5920,0.341
3,10,23,733.721,4930,0.25
3,10,24,730.364,3580,0.188
3,10,25,716.9,6830,0.36
3,10,26,715.976,3430,0.189
3,10,27,722.224,4220,0.231
3,10,28,721.756,3540,0.194
3,10,29,719.501,3600,0.199
3,10,30,709.426,4850,0.262
3,10,31,726.998,4500,0.243
3,10,32,730.067,5500,0.285
3,10,33,713.603,3950,0.211
3,10,34,719.613,5440,0.281
3,10,35,720.779,4020,0.221
3,10,36,719.109,4630,0.242
3,10,37,728.443,4400,0.247
3,10,38,716.586,3710,0.208
3,10,39,718.224,4440,0.25
3,10,40,717.347,3930,0.226
3,10,41,736.547,4760,0.258
3,10,42,719.676,4190,0.24
3,10,43,728.614,4310,0.234
3,10,44,718.182,3850,0.206
3,10,45,722.863,3750,0.193
3,10,46,729.819,4700,0.249
3,10,47,714.577,3880,0.205
3,10,48,728.096,5160,0.276
3,10,49,720.714,6190,0.324
3,10,50,721.038,5080,0.273
3,10,51,717.658,5300,0.301
4,10,1,1901.06,5140,0.288
4,10,2,1901.44,11330,0.651
4,10,3,1900.83,5590,0.289
4,10,4,1901.05,4830,0.259
4,10,5,1900.8,5080,0.28
4,10,6,1900.72,5610,0.321
4,10,7,1901.11,5160,0.302
4,10,8,1900.35,6110,0.329
4,10,9,1901.01,4640,0.278
4,10,10,1901.12,6760,0.379
4,10,11,1900.66,4770,0.269
4,10,12,1901.13,5020,0.277
4,10,13,1902.19,6220,0.344
4,10,14,1900.89,6600,0.367
4,10,15,1901.42,5680,0.315
4,10,16,1901.02,6840,0.422
4,10,17,1900.82,6400,0.356
4,10,18,1900.94,6210,0.347
4,10,19,1900.68,4280,0.242
4,10,20,1901.45,4650,0.26
4,10,21,1900.87,4620,0.272
4,10,22,1900.58,4980,0.256
4,10,23,1900.8,5370,0.289
4,10,24,1901.41,4460,0.234
4,10,25,1901.01,5130,0.29
4,10,26,1901.69,5320,0.292
4,10,27,1900.75,5960,0.315
4,10,28,1901.57,5490,0.294
4,10,29,1900.52,4450,0.263
4,10,30,1900.86,9890,0.555
4,10,31,1900.55,6390,0.349
4,10,32,1901.22,4340,0.218
4,10,33,1901.72,5130,0.286
4,10,34,1901.35,4990,0.256
4,10,35,1901.59,6770,0.34
4,10,36,1901.05,5290,0.287
4,10,37,1902.83,4670,0.241
4,10,38,1901.24,4680,0.238
4,10,39,1900.8,5700,0.295
4,10,40,1901.87,5830,0.346
4,10,41,1902.12,4460,0.277
4,10,42,1901.13,5650,0.327
4,10,43,1901.71,4870,0.282
4,10,44,1901.11,4460,0.254
4,10,45,1900.48,7310,0.423
4,10,46,1901.42,5650,0.315
4,10,47,1900.79,6650,0.401
4,10,48,1900.87,5950,0.331
4,10,49,1900.6,5130,0.296
4,10,50,1901.74,4450,0.264
4,10,51,1901.22,5710,0.347
5,10,1,1969.81,7760,0.556
5,10,2,2159.51,14480,0.894
5,10,3,2025.16,17050,0.955
5,10,4,2408.05,7990,0.471
5,10,5,2176.44,12420,0.757
5,10,6,1951.14,7840,0.548
5,10,7,2043.58,14130,-0.295
5,10,8,2249.22,8410,0.59
5,10,9,2318.63,7320,0.472
5,10,10,2009.81,7780,0.506
5,10,11,2418.44,8770,0.567
5,10,12,2169.97,7450,0.488
5,10,13,1999.93,15280,0.896
5,10,14,2302.28,8200,0.463
5,10,15,2364.46,8420,0.448
5,10,16,1928.02,7140,0.389
5,10,17,2393.16,7440,0.412
5,10,18,2560.36,14260,0.757
5,10,19,2254.16,8220,0.454
5,10,20,2065.78,7250,0.403
5,10,21,2240.38,14070,0.827
5,10,22,2281.97,8410,0.465
5,10,23,2397.71,7550,0.47
5,10,24,2111.29,7500,0.41
5,10,25,2031.39,7460,0.435
5,10,26,2519.92,8630,0.523
5,10,27,2242.22,7300,0.432
5,10,28,2244.37,7310,0.404
5,10,29,2486.3,7250,0.426
5,10,30,2397.06,7330,0.417
5,10,31,1971.03,6930,0.366
5,10,32,2103.56,8070,0.44
5,10,33,2321.73,7060,0.415
5,10,34,2257.69,7780,0.641
5,10,35,2132.92,8970,1.005
5,10,36,1851.78,7610,0.735
5,10,37,2467.15,14090,1.474
5,10,38,1987.27,8870,0.601
5,10,39,2375.41,7570,0.448
5,10,40,2220.26,7310,0.471
5,10,41,2109.47,8330,0.598
5,10,42,2255.93,6930,0.467
5,10,43,2155.5,7590,0.485
5,10,44,2192.45,8140,0.517
5,10,45,2502.94,7420,0.471
5,10,46,2546.99,10010,0.635
5,10,47,2169.7,9280,0.573
5,10,48,2068.85,7760,0.421
5,10,49,2108.1,21730,1.162
5,10,50,2453.57,16090,0.871
5,10,51,2586.14,6790,0.394
6,10,1,1747.42,12950,0.744
6,10,2,1601.88,16970,0.953
6,10,3,1720.94,15280,0.8
6,10,4,1847.22,17600,0.927
6,10,5,1601.69,15130,0.773
6,10,6,2036.9,21470,1.094
6,10,7,1736.23,13660,0.772
6,10,8,1937.09,19690,-0.142
6,10,9,1770.71,20700,1.164
6,10,10,1937.93,20820,1.13
6,10,11,1601.9,15020,0.831
6,10,12,1735.91,18940,0.985
6,10,13,1603.1,27730,1.454
6,10,14,1893.03,10320,0.558
6,10,15,1721.37,15050,0.78
6,10,16,1721.32,16020,0.83
6,10,17,1832.54,17490,0.901
6,10,18,1601.4,21920,1.124
6,10,19,1601.34,16160,0.81
6,10,20,1721.34,24920,1.361
6,10,21,1601.79,17960,0.967
6,10,22,1760.05,22750,1.183
6,10,23,1613.24,12340,0.645
6,10,24,1832.26,12660,0.659
6,10,25,1601.91,14140,0.81
6,10,26,1753.97,15750,0.869
6,10,27,1601.41,27710,1.45
6,10,28,1601.61,13390,0.748
6,10,29,1792.94,16900,0.863
6,10,30,1902.31,14550,0.784
6,10,31,1721.16,16290,0.843
6,10,32,1854.46,15490,0.805
6,10,33,1735.87,14700,0.773
6,10,34,1732.6,17300,0.906
6,10,35,2071.96,26830,1.359
6,10,36,1839.39,11490,0.579
6,10,37,1602.09,15050,0.768
6,10,38,1720.34,19930,1.038
6,10,39,2057.58,22470,1.227
6,10,40,1838.15,13690,0.728
6,10,41,1854.5,14830,0.817
6,10,42,1839.2,12760,0.697
6,10,43,1613.06,15380,-0.394
6,10,44,1601.44,12920,0.674
6,10,45,2253.08,20190,1.083
6,10,46,1720.96,17280,0.948
6,10,47,1849.07,12780,0.66
6,10,48,1846.32,16180,0.844
6,10,49,1719.84,20950,1.076
6,10,50,1850.72,14810,0.832
6,10,51,1840.18,15290,0.898
7,10,1,2223.53,16360,0.905
7,10,2,2473.61,25120,1.342
7,10,3,2854.85,26960,1.403
7,10,4,2290.75,27190,1.405
7,10,5,2514.94,27700,1.44
7,10,6,2526.52,27020,1.409
7,10,7,2283.93,22600,1.158
7,10,8,2339.11,27730,1.372
7,10,9,2159.03,17300,0.887
7,10,10,2700.12,25020,1.288
7,10,11,2878.57,19940,1.019
7,10,12,2472.64,19180,1.035
7,10,13,2218.85,18860,1.011
7,10,14,2516.72,18080,1.005
7,10,15,2469.35,20780,1.095
7,10,16,2277.21,27730,1.432
7,10,17,2590.19,23110,1.182
7,10,18,2454.72,27730,1.43
7,10,19,2683.61,18560,0.964
7,10,20,2514.1,19490,1.019
7,10,21,2654.13,21340,-0.137
7,10,22,2700.5,22840,1.205
7,10,23,2413.72,27730,1.396
7,10,24,2100.62,18960,0.945
7,10,25,2441.13,27730,1.522
7,10,26,2308.5,18540,1.016
7,10,27,2243.24,19070,1.052
7,10,28,2397.06,18530,0.99
7,10,29,2117.12,27730,1.395
7,10,30,2349.43,20900,1.213
7,10,31,2290.81,26460,1.487
7,10,32,2440.73,20170,1.177
7,10,33,2944.19,24570,1.319
7,10,34,2515.18,17750,0.981
7,10,35,2239.06,19950,1.069
7,10,36,2175.57,16050,0.941
7,10,37,2574.28,27090,1.469
7,10,38,2460.24,17470,0.948
7,10,39,2242.24,17320,0.953
7,10,40,2400.89,21020,1.109
7,10,41,2474.14,27730,1.4
7,10,42,2322.34,26340,1.333
7,10,43,2322.37,24250,1.242
7,10,44,2117.75,22490,1.168
7,10,45,2219.68,26610,1.366
7,10,46,2507.38,27430,1.384
7,10,47,2375.95,24760,1.338
7,10,48,2222.3,17820,-0.241
7,10,49,2778.13,19960,1.151
7,10,50,2418.58,17100,0.934
7,10,51,2456.33,24470,1.33
8,10,1,2800.73,3790,0.228
8,10,2,2300.29,3710,0.217
8,10,3,2300,5030,0.295
8,10,4,2300,5050,0.298
8,10,5,2300.29,3700,0.216
8,10,6,2300.34,3910,0.228
8,10,7,2300,5070,0.31
8,10,8,3661.54,3130,0.203
8,10,9,2300,5290,0.299
8,10,10,3106.09,3870,0.232
8,10,11,3174.58,4430,0.247
8,10,12,2300,5640,0.32
8,10,13,2300,5580,0.327
8,10,14,2300.51,3770,0.213
8,10,15,3565.85,4400,0.251
8,10,16,2300.35,3460,0.201
8,10,17,2300.4,3890,0.218
8,10,18,3767.74,4510,0.265
8,10,19,2300,4730,0.276
8,10,20,2300.5,3890,0.227
8,10,21,2300,4980,0.301
8,10,22,2300.35,3430,0.199
8,10,23,2300.61,3950,0.22
