Function,Dimension,Run,ErrorValue,Evals,Time
1,10,1,100,6250,0.345
1,10,2,100,5700,0.303
1,10,3,100,7360,0.392
1,10,4,100,6050,0.317
1,10,5,100,6140,0.329
1,10,6,100,6200,0.33
1,10,7,100,6250,0.341
1,10,8,100,5830,0.308
1,10,9,100,6060,0.32
1,10,10,100,5980,0.318
1,10,11,100,5870,0.311
1,10,12,100,6570,0.366
1,10,13,100,9050,0.548
1,10,14,100,6270,0.331
1,10,15,100,6010,0.325
1,10,16,100,6110,0.348
1,10,17,100,6090,0.321
1,10,18,100,6230,0.335
1,10,19,100,6240,0.34
1,10,20,100,5890,0.315
1,10,21,100,6030,0.324
1,10,22,100,6180,0.326
1,10,23,100,11720,0.632
1,10,24,100,10590,0.57
1,10,25,100,6140,0.33
1,10,26,100,5800,0.306
1,10,27,100,8820,0.475
1,10,28,100,6320,0.334
1,10,29,100,10190,0.549
1,10,30,100,6330,0.34
1,10,31,100,6050,0.324
1,10,32,100,6000,0.32
1,10,33,100,9160,0.495
1,10,34,100,6160,0.328
1,10,35,100,6380,0.342
1,10,36,100,6230,0.336
1,10,37,100,6130,0.326
1,10,38,100,13020,0.691
1,10,39,100,5650,0.302
1,10,40,100,5810,0.314
1,10,41,100,7900,0.432
1,10,42,100,8490,0.464
1,10,43,100,6250,0.338
1,10,44,100,6360,0.344
1,10,45,100,5820,0.321
1,10,46,100,5950,0.325
1,10,47,100,6010,0.311
1,10,48,100,9000,0.483
1,10,49,100,6100,0.323
1,10,50,100,10700,0.567
1,10,51,100,6290,0.343
2,10,1,1500.2,6800,0.379
2,10,2,1240.72,4080,0.224
2,10,3,1351.99,3420,0.193
2,10,4,2279.6,3550,0.193
2,10,5,1903.54,3570,0.194
2,10,6,2116.69,3990,0.215
2,10,7,2137.37,3530,0.195
2,10,8,2044.5,3720,0.206
2,10,9,1115.31,3690,0.201
2,10,10,1702.4,17230,0.971
2,10,11,1579.77,3690,0.206
2,10,12,1909.85,3670,0.195
2,10,13,1697.75,27730,1.512
2,10,14,2350.33,17860,-0.239
2,10,15,1999.11,27730,1.543
2,10,16,1794.02,3830,0.21
2,10,17,1851.41,4390,0.241
2,10,18,1828.3,6440,0.351
2,10,19,1678.06,7910,0.442
2,10,20,2326.88,27730,1.483
2,10,21,1689.5,3940,0.217
2,10,22,1558.01,3910,0.211
2,10,23,1724.16,6250,0.341
2,10,24,2226.65,3160,0.177
2,10,25,1711.92,4400,0.239
2,10,26,1360.53,5110,0.289
2,10,27,2378.61,3450,0.187
2,10,28,2619.91,13460,0.74
2,10,29,1115.12,3330,0.182
2,10,30,1943.52,3550,0.188
2,10,31,1686.27,9260,0.516
2,10,32,1965.47,3400,0.188
2,10,33,1778.35,5680,0.315
2,10,34,1551.36,4650,0.257
2,10,35,1589.41,3370,0.187
2,10,36,2034.78,3760,0.199
2,10,37,1491.37,6110,0.352
2,10,38,2130.11,4140,0.228
2,10,39,2191.43,5140,0.301
2,10,40,1347.12,3970,0.218
2,10,41,1357.25,3630,0.195
2,10,42,2027.4,5200,0.295
2,10,43,2374.99,4730,0.265
2,10,44,3045.1,4160,0.23
2,10,45,2107.52,14700,0.797
2,10,46,1679.63,4400,0.245
2,10,47,1454.86,4020,0.217
2,10,48,1932.68,4280,0.236
2,10,49,1945.89,4010,0.223
2,10,50,2289.38,3600,0.202
2,10,51,2014.39,3880,0.212
3,10,1,722.749,4420,0.247
3,10,2,726.617,3560,0.193
3,10,3,729.753,3710,0.202
3,10,4,732.633,4750,0.264
3,10,5,723.009,3770,0.202
3,10,6,733.445,3450,0.186
3,10,7,721.336,3800,0.212
3,10,8,722.052,5690,0.307
3,10,9,724.376,4110,0.228
3,10,10,731.649,3910,0.21
3,10,11,726.195,4790,0.267
3,10,12,725.265,4300,0.235
3,10,13,731.478,4260,0.226
3,10,14,711.113,3470,0.184
3,10,15,717.5,4130,0.224
3,10,16,720.483,5100,0.284
3,10,17,719.372,4200,0.231
3,10,18,722.88,4970,0.271
3,10,19,715.727,3810,0.205
3,10,20,732.01,3530,0.19
3,10,21,721.223,3950,0.219
3,10,22,717.007,4350,0.235
3,10,23,725.432,4050,0.216
3,10,24,716.328,4600,0.246
3,10,25,718.187,3920,0.214
3,10,26,717.759,3890,0.212
3,10,27,716.884,3790,0.205
3,10,28,721.97,4740,0.253
3,10,29,723.492,3890,0.211
3,10,30,723.449,4130,0.223
3,10,31,721.147,4510,0.243
3,10,32,729.82,3920,0.212
3,10,33,720.304,4430,0.237
3,10,34,729.198,7130,0.39
3,10,35,731.995,4080,0.216
3,10,36,745.926,4240,0.227
3,10,37,719.037,3950,0.212
3,10,38,726.75,5020,0.266
3,10,39,715.293,3700,0.2
3,10,40,733.901,4100,0.228
3,10,41,724.716,4170,0.227
