Function,Dimension,Run,ErrorValue,Evals,Time
10,10,7,2943.66,5090,0.294
10,10,8,2943.42,3650,0.205
10,10,9,2899.58,3580,0.194
10,10,10,2946.09,5100,0.275
10,10,11,2945.96,4510,0.253
10,10,12,2898.14,3900,0.211
10,10,13,2898.12,3750,0.202
10,10,14,2943.42,4560,0.253
10,10,15,2946.25,4430,0.243
10,10,16,2951.75,4070,0.23
10,10,17,2943.42,4210,0.234
10,10,18,2898.19,3650,0.2
10,10,19,2898.61,3740,0.206
10,10,20,2946.05,4050,0.221
10,10,21,2985.18,3520,0.197
10,10,22,2898.01,4810,0.265
10,10,23,2943.49,5190,0.285
10,10,24,2898.31,3910,0.215
10,10,25,2898.38,3630,0.2
10,10,26,2943.47,4490,0.246
10,10,27,2897.75,3540,0.201
10,10,28,2897.74,3750,0.203
10,10,29,2898.06,3550,0.188
10,10,30,2943.52,4040,0.225
10,10,31,2943.77,4780,0.262
10,10,32,2943.41,4990,0.278
10,10,33,2969.37,4430,0.242
10,10,34,2898.16,4140,0.221
10,10,35,2898.03,4360,0.235
10,10,36,2945.89,3480,0.187
10,10,37,2898.06,4500,0.264
10,10,38,2945.92,3900,0.217
10,10,39,2948.28,3800,0.207
10,10,40,2943.38,4860,0.264
10,10,41,2898.18,4430,0.244
10,10,42,2946.48,4920,0.271
10,10,43,2898.11,3750,0.203
10,10,44,2897.76,3510,0.195
10,10,45,2943.37,4130,0.225
10,10,46,2946.11,4010,0.223
10,10,47,2946.12,3960,0.223
10,10,48,2898.2,4030,0.219
10,10,49,2943.55,4520,0.249
10,10,50,2946.39,4210,0.23
10,10,51,2950.14,4190,0.23
