Function,Dimension,Run,ErrorValue,Evals,Time
1,10,1,100,5990,0.328
1,10,2,100,7050,0.383
1,10,3,100,6200,0.341
1,10,4,100,6020,0.333
1,10,5,100,6190,0.34
1,10,6,100,6090,0.339
1,10,7,100,6060,-0.88
1,10,8,100,6290,0.339
1,10,9,100,6030,0.328
1,10,10,100,6310,0.351
1,10,11,100,6040,0.334
1,10,12,100,6290,0.337
1,10,13,100,6010,0.326
1,10,14,100,6210,0.331
1,10,15,100,6270,0.34
1,10,16,100,11140,0.593
1,10,17,100,5910,0.32
1,10,18,100,5980,0.331
1,10,19,100,6000,0.324
1,10,20,100,9390,0.513
1,10,21,100,12630,0.672
1,10,22,100,5860,0.314
1,10,23,100,6220,0.334
1,10,24,100,5970,0.321
1,10,25,100,6590,0.366
1,10,26,100,5990,0.32
1,10,27,100,6450,0.352
1,10,28,100,5990,0.319
1,10,29,100,5890,0.315
1,10,30,100,6060,0.327
1,10,31,100,5850,0.322
1,10,32,100,5870,0.315
1,10,33,100,6330,0.341
1,10,34,100,6110,0.327
1,10,35,100,5770,0.311
1,10,36,100,5990,0.315
1,10,37,100,6650,0.377
1,10,38,100,5920,0.329
1,10,39,100,6210,0.331
1,10,40,100,6020,0.328
1,10,41,100,5930,0.322
1,10,42,100,5970,0.325
1,10,43,100,6050,0.328
1,10,44,100,6210,0.34
1,10,45,100,6310,0.346
1,10,46,100,6230,0.332
1,10,47,100,6000,0.321
1,10,48,100,5760,0.308
1,10,49,100,9590,0.518
1,10,50,100,6490,0.362
1,10,51,100,5950,0.324
2,10,1,2103.36,3770,0.212
2,10,2,1671.06,6520,0.363
2,10,3,1621.85,4210,0.23
2,10,4,1545.55,3750,0.21
2,10,5,2331.62,3750,0.215
2,10,6,1969.42,4260,0.236
2,10,7,1553.4,6110,0.343
2,10,8,1726.26,4120,0.229
2,10,9,1578.3,5000,0.284
2,10,10,1549.46,4830,0.264
2,10,11,1751.58,4470,0.281
2,10,12,1767.03,13770,0.762
2,10,13,2138.79,3120,0.172
2,10,14,2094.88,3470,0.188
2,10,15,2372.05,3880,0.216
2,10,16,2266.84,3560,0.205
2,10,17,1710.94,4470,0.248
2,10,18,2048.27,5880,0.327
2,10,19,1996.57,19300,1.05
2,10,20,1758.03,3460,0.188
2,10,21,1454.11,4350,0.238
2,10,22,1603.31,4500,0.246
2,10,23,1468.14,3540,0.201
2,10,24,1155.05,3840,0.212
2,10,25,2112.51,3800,0.207
2,10,26,1360.54,3940,0.22
2,10,27,2655.83,27730,1.558
2,10,28,2211.3,4160,0.229
2,10,29,2477.75,3620,0.197
2,10,30,1484.57,4120,0.229
2,10,31,2018.76,4010,0.221
2,10,32,1465.26,3640,0.2
2,10,33,1516.97,4660,0.251
2,10,34,2975.72,3640,0.2
2,10,35,1632.67,4180,0.234
2,10,36,1529.61,4330,0.243
2,10,37,1876.72,3580,0.201
2,10,38,1533.89,4120,0.224
2,10,39,1797.5,7810,0.438
2,10,40,1851.52,4780,0.261
2,10,41,1507.17,3170,0.173
2,10,42,1880.34,3930,0.214
2,10,43,1805.99,3510,0.191
2,10,44,1546.43,4120,0.227
2,10,45,1624.53,5140,0.286
2,10,46,1455.69,4060,0.227
2,10,47,1699.51,3860,0.217
2,10,48,1349.03,3340,0.185
2,10,49,1771.58,17840,1.008
2,10,50,1804.61,3050,0.167
2,10,51,1903.92,4230,0.232
3,10,1,727.362,3690,0.199
3,10,2,715.932,5380,0.301
3,10,3,719.158,5360,0.292
3,10,4,727.015,3590,0.2
3,10,5,715.991,4470,-0.969
3,10,6,719.927,5570,0.316
3,10,7,725.878,5350,0.294
3,10,8,724.458,3910,0.218
3,10,9,719.484,4550,0.247
3,10,10,724.287,3570,0.195
3,10,11,724.585,5160,0.281
3,10,12,725.606,4640,0.25
3,10,13,719.021,3460,0.184
3,10,14,723.489,5600,0.299
3,10,15,713.348,4940,0.268
3,10,16,724.733,4730,0.264
3,10,17,722.718,3850,0.207
3,10,18,711.666,3690,0.2
3,10,19,718.563,5670,0.313
3,10,20,719.692,4040,0.227
3,10,21,723.636,3970,0.214
3,10,22,719.132,4250,0.226
3,10,23,729.139,3660,0.201
3,10,24,722.348,5020,0.273
3,10,25,722.568,4590,0.245
3,10,26,724.432,4760,0.258
3,10,27,720.57,4460,0.246
3,10,28,722.111,4700,0.254
3,10,29,720.111,4030,0.22
3,10,30,716.903,4030,0.225
3,10,31,717.104,4340,0.236
3,10,32,723.528,5460,0.299
3,10,33,722.641,3690,0.199
3,10,34,720.205,4500,0.245
3,10,35,731.52,4440,0.243
3,10,36,709.014,4380,0.245
3,10,37,723.077,5020,0.269
3,10,38,723.339,4420,0.244
3,10,39,722.199,4030,0.233
3,10,40,733.809,5730,0.312
3,10,41,718.92,4380,0.238
3,10,42,717.801,4370,0.244
3,10,43,724.025,4140,0.224
3,10,44,726.298,4140,0.232
3,10,45,728.573,4780,0.259
3,10,46,720.771,4640,0.251
3,10,47,717.183,3850,0.211
3,10,48,716.248,5850,0.324
3,10,49,724.147,4020,0.22
3,10,50,719.582,3910,0.211
3,10,51,722.272,3840,0.213
4,10,1,1900.84,4150,0.227
4,10,2,1900.81,5860,0.319
4,10,3,1901.5,4460,0.242
4,10,4,1901.37,5260,0.281
4,10,5,1900.86,4700,0.253
4,10,6,1901.61,5620,0.313
4,10,7,1900.33,8460,0.45
4,10,8,1900.96,6280,0.356
4,10,9,1900.92,5940,0.318
4,10,10,1900.75,4520,0.246
4,10,11,1901.62,6340,0.362
4,10,12,1900.59,9050,0.502
4,10,13,1901.06,5150,0.287
4,10,14,1901.51,5230,0.29
4,10,15,1901.92,6170,0.343
4,10,16,1900.5,4250,0.233
4,10,17,1901.6,5000,0.277
4,10,18,1900.92,5250,0.287
4,10,19,1902.05,5270,0.289
4,10,20,1900.57,4890,0.277
4,10,21,1900.56,4900,0.278
4,10,22,1901.5,6100,0.332
4,10,23,1901.3,6700,0.366
4,10,24,1901.72,5740,0.309
4,10,25,1901.76,5570,0.296
4,10,26,1900.95,5960,0.316
4,10,27,1900.93,5860,0.317
4,10,28,1900.57,6240,0.343
4,10,29,1901.98,5770,0.321
4,10,30,1901.24,5270,0.331
4,10,31,1900.92,5580,0.314
4,10,32,1900.84,5910,0.319
4,10,33,1900.54,6830,0.374
4,10,34,1901.09,7160,0.402
4,10,35,1901.17,5920,0.322
4,10,36,1900.74,6140,0.338
4,10,37,1900.86,5590,0.295
4,10,38,1901.37,5450,0.296
4,10,39,1901.34,5560,0.296
4,10,40,1901.96,5270,0.287
4,10,41,1900.98,4850,0.267
4,10,42,1901.23,13380,0.706
4,10,43,1901.35,5590,0.303
4,10,44,1901.3,4580,0.252
4,10,45,1900.76,5960,0.337
4,10,46,1900.58,5760,0.324
4,10,47,1902.11,5740,0.313
4,10,48,1901.34,4870,0.268
4,10,49,1900.93,5210,0.288
