Function,Dimension,Run,ErrorValue,Evals,Time
1,10,1,100,5920,0.344
1,10,2,100,5930,0.347
1,10,3,100,6200,0.339
1,10,4,100,5870,0.302
1,10,5,100,5960,0.296
1,10,6,100,9140,0.479
1,10,7,100,6030,0.34
1,10,8,100,10710,0.627
1,10,9,100,5960,0.333
1,10,10,100,6680,0.356
1,10,11,100,6280,0.324
1,10,12,100,6060,0.309
1,10,13,100,7220,0.379
1,10,14,100,5910,0.292
1,10,15,100,6430,0.37
1,10,16,100,5940,0.332
1,10,17,100,6070,0.338
1,10,18,100,5790,0.315
1,10,19,100,6280,0.322
1,10,20,100,6180,0.324
1,10,21,100,6760,0.347
1,10,22,100,6010,0.317
1,10,23,100,6300,0.36
1,10,24,100,6810,0.361
1,10,25,100,5740,0.296
1,10,26,100,6020,0.306
1,10,27,100,6270,0.324
1,10,28,100,6080,0.311
1,10,29,100,5990,0.302
1,10,30,100,6410,0.334
1,10,31,100,6560,0.349
1,10,32,100,6300,0.327
1,10,33,100,5900,0.303
1,10,34,100,6200,0.341
1,10,35,100,6200,0.348
1,10,36,100,5900,0.333
1,10,37,100,8720,0.473
1,10,38,100,8520,0.426
1,10,39,100,9190,0.492
1,10,40,100,5710,0.296
1,10,41,100,6000,0.332
1,10,42,100,6340,0.34
1,10,43,100,5920,0.3
1,10,44,100,6050,0.314
1,10,45,100,5860,0.307
1,10,46,100,6060,0.313
1,10,47,100,6380,0.322
1,10,48,100,5730,0.3
1,10,49,100,6090,0.321
1,10,50,100,6190,0.333
1,10,51,100,10210,-0.703
2,10,1,1778.28,13380,0.699
2,10,2,1890.7,13810,0.845
2,10,3,2518.01,7750,0.434
2,10,4,2316.88,3840,0.207
2,10,5,1687.53,6460,0.387
2,10,6,1885.27,3720,0.209
2,10,7,1250.53,3470,0.208
2,10,8,1789.17,3710,0.198
2,10,9,2304.66,3880,0.2
2,10,10,1682.92,3910,0.199
2,10,11,2187.43,6840,0.363
2,10,12,1903.55,4320,0.226
2,10,13,1975.68,3890,0.207
2,10,14,1115.42,4480,0.233
2,10,15,1864.51,27730,1.608
2,10,16,2054.75,3270,0.185
2,10,17,1804.99,3890,0.225
2,10,18,1668.93,4510,0.253
2,10,19,1999.18,3740,0.197
2,10,20,1222.04,3840,0.199
2,10,21,1999.01,5580,0.295
2,10,22,1691.85,4730,0.246
2,10,23,1596.46,3260,0.17
2,10,24,1257.29,3900,0.2
2,10,25,1400.27,16740,0.872
2,10,26,2051.16,4880,0.251
2,10,27,1993.83,4790,0.25
2,10,28,1876.79,3870,0.198
2,10,29,2255.72,13130,0.667
2,10,30,2493.86,3200,0.18
2,10,31,1660.59,3290,0.186
2,10,32,1839.32,3720,0.211
2,10,33,1507.01,3740,0.221
2,10,34,1706.63,4610,0.258
2,10,35,2355.36,4550,0.236
2,10,36,1720.07,12160,0.611
2,10,37,1565.27,25980,1.491
2,10,38,1617.58,6960,0.373
2,10,39,1953.49,4150,0.227
2,10,40,1370.36,5150,0.312
2,10,41,1735.47,4140,0.223
2,10,42,1944.61,6850,0.393
2,10,43,1564.86,4060,0.223
2,10,44,2021.77,4190,0.226
2,10,45,2145.29,3810,0.197
2,10,46,1828.19,3240,0.18
2,10,47,1699.17,6380,0.337
2,10,48,2190.77,4600,0.245
2,10,49,2347.47,6880,0.38
2,10,50,1604.87,3660,0.192
2,10,51,2132.36,4590,0.244
3,10,1,723.973,4530,0.234
3,10,2,726.796,3990,0.205
3,10,3,727.978,4540,0.239
3,10,4,735.298,4240,0.215
3,10,5,719.115,4350,0.224
3,10,6,719.35,3790,0.196
3,10,7,727.089,4040,0.207
3,10,8,720.958,4470,0.237
3,10,9,713.788,4500,0.229
3,10,10,721.501,5260,0.273
3,10,11,721.058,3440,0.181
3,10,12,716.436,3750,0.194
3,10,13,713.313,5390,0.279
3,10,14,727.624,4880,0.258
3,10,15,725.883,5460,0.284
3,10,16,722.843,4060,0.21
3,10,17,731.447,5410,0.282
3,10,18,721.053,3500,0.179
3,10,19,729.308,4900,0.257
3,10,20,713.946,4580,0.244
3,10,21,718.823,3770,0.192
3,10,22,726.066,4570,0.236
3,10,23,721.509,6100,0.311
3,10,24,717.052,3750,0.195
3,10,25,713.818,4760,0.251
3,10,26,734.413,5070,0.26
3,10,27,720.044,4580,0.239
3,10,28,726.026,4420,0.227
3,10,29,721.919,4450,0.236
3,10,30,725.179,4130,0.215
3,10,31,729.318,4790,0.253
3,10,32,717.749,4460,0.233
3,10,33,717.807,4560,0.258
3,10,34,719.86,3990,0.221
3,10,35,726.541,4010,0.218
3,10,36,708.419,3720,0.204
3,10,37,716.412,4960,0.258
3,10,38,720.847,3660,0.189
3,10,39,717.769,4540,0.251
3,10,40,719.943,4320,0.225
3,10,41,714.921,4560,0.234
3,10,42,733.437,4200,0.232
3,10,43,734.019,4160,0.214
3,10,44,725.154,3850,0.201
3,10,45,721.517,3680,0.191
3,10,46,716.586,4300,0.225
3,10,47,726.629,4180,0.217
3,10,48,724.985,3880,0.199
3,10,49,729.796,4510,0.245
3,10,50,717.192,4150,0.214
3,10,51,719.903,3800,0.197
4,10,1,1901.83,6020,0.311
4,10,2,1900.58,5230,0.265
4,10,3,1901.74,6150,0.318
4,10,4,1901.22,6030,0.35
4,10,5,1902.04,4480,0.246
4,10,6,1900.91,5350,0.296
4,10,7,1900.79,5880,0.326
4,10,8,1901.26,5660,0.333
4,10,9,1901.97,4720,0.269
4,10,10,1900.6,5440,-0.932
4,10,11,1901.16,5760,0.321
4,10,12,1901.26,7020,0.384
4,10,13,1901.41,6080,0.346
4,10,14,1901.62,5810,0.326
4,10,15,1901.36,5640,0.3
4,10,16,1900.65,4580,0.244
4,10,17,1900.95,6390,0.348
4,10,18,1900.88,5630,0.298
4,10,19,1901.21,5640,0.287
4,10,20,1901.39,4650,0.239
4,10,21,1900.94,5680,0.303
4,10,22,1901.47,5600,0.289
4,10,23,1902.33,5100,0.261
4,10,24,1900.73,7110,0.371
4,10,25,1901.34,4120,0.206
4,10,26,1900.98,4820,0.246
4,10,27,1901.21,5480,0.282
4,10,28,1901.83,5120,0.254
4,10,29,1901.71,4910,0.264
4,10,30,1902.01,6630,0.339
4,10,31,1901.34,5330,0.276
4,10,32,1900.59,6620,0.344
4,10,33,1900.64,4550,0.232
4,10,34,1900.91,4990,0.253
4,10,35,1901.05,5380,0.268
4,10,36,1900.89,6400,0.332
4,10,37,1900.48,5900,0.309
4,10,38,1901.36,5130,0.263
4,10,39,1902.41,5130,0.259
4,10,40,1901.98,4320,0.217
4,10,41,1901.28,4320,0.219
4,10,42,1901.1,6510,0.324
4,10,43,1901.39,4840,0.26
4,10,44,1900.63,4950,0.255
4,10,45,1901.13,5770,0.293
4,10,46,1901.46,5830,0.306
4,10,47,1900.71,6530,0.335
4,10,48,1901.4,4540,0.232
4,10,49,1900.94,6410,0.329
4,10,50,1901.22,6210,0.334
4,10,51,1901.17,5800,0.298
5,10,1,1846.76,27730,1.406
5,10,2,2452.28,16280,0.815
5,10,3,1816.34,7010,0.367
5,10,4,1928.29,7920,0.403
5,10,5,2269.02,16310,0.811
5,10,6,2183.9,7810,0.397
5,10,7,2395.5,13710,0.679
5,10,8,2456.52,27730,1.426
5,10,9,2072.68,8220,0.416
5,10,10,1756.15,8330,0.425
5,10,11,1958.6,7190,0.36
5,10,12,1955.72,14250,0.729
5,10,13,2383.42,7410,0.371
5,10,14,2135.17,7390,0.372
5,10,15,2538.5,7880,0.403
5,10,16,2085.72,7540,0.396
5,10,17,2247.21,6680,0.348
5,10,18,1820.13,8250,0.425
5,10,19,2543.48,8010,0.413
5,10,20,2174.24,9370,0.473
5,10,21,2221.51,7950,0.404
5,10,22,2462.17,7630,0.408
5,10,23,2103.7,7820,0.416
5,10,24,2445.73,7130,0.362
5,10,25,2681.59,14210,0.718
5,10,26,2541.42,7650,0.399
5,10,27,2172.21,7530,0.409
5,10,28,2467.04,7760,0.392
5,10,29,1770.08,7470,0.377
5,10,30,2258.85,8950,0.461
5,10,31,1993.06,7870,0.409
5,10,32,2289.97,7560,0.392
5,10,33,2708.04,7580,0.403
5,10,34,2606.98,14070,0.709
5,10,35,2345.84,7940,0.399
5,10,36,2204.93,7780,0.407
5,10,37,2337.87,8050,0.416
5,10,38,2099.79,7580,0.396
5,10,39,2201.07,7780,0.412
5,10,40,2245.77,7140,-0.837
5,10,41,2279.51,7170,0.389
5,10,42,2327.69,8520,0.433
5,10,43,1959.37,7190,0.38
5,10,44,2108.94,15190,0.757
5,10,45,2136.55,7370,0.379
5,10,46,2772.66,7350,0.377
5,10,47,2165.35,7330,0.389
5,10,48,1855.69,9150,0.476
5,10,49,1893.62,7930,0.415
5,10,50,2486.4,20210,1.01
5,10,51,2476.74,7460,0.378
6,10,1,1840.68,14960,0.783
6,10,2,1735.95,17000,0.866
6,10,3,1906.12,12710,0.659
6,10,4,1601.39,23030,1.16
6,10,5,1601.68,16560,0.855
6,10,6,1736.35,20670,1.044
6,10,7,1743.52,19110,0.969
6,10,8,1857.12,16140,0.829
6,10,9,1601.62,19790,0.997
6,10,10,1732.15,15310,0.777
6,10,11,1912.51,20510,1.056
6,10,12,1833.6,17100,0.911
6,10,13,1721.25,15730,0.856
6,10,14,1943.93,13490,0.732
6,10,15,1973.08,23420,1.265
6,10,16,1601.86,13310,0.716
6,10,17,1721.04,17390,0.948
6,10,18,1732.18,19770,1.079
6,10,19,1721.63,21740,1.128
6,10,20,1779.37,18450,1
6,10,21,1720.95,13370,0.728
6,10,22,1818.22,17580,0.972
6,10,23,1854.64,23810,1.283
6,10,24,1601.76,15520,0.823
6,10,25,1737.47,20640,1.12
6,10,26,1719.81,14090,0.771
6,10,27,1721.2,13610,0.752
6,10,28,1600.63,16190,0.951
6,10,29,1741.95,18980,-0.25
6,10,30,1808.75,20760,1.079
6,10,31,1818.71,13350,0.707
6,10,32,1735.94,15130,0.809
6,10,33,1751.33,15520,0.857
6,10,34,1612.36,15310,0.795
6,10,35,1901.87,17050,0.89
6,10,36,1721.41,27730,1.373
6,10,37,1686.48,22490,1.227
6,10,38,1742.04,13940,0.757
6,10,39,1601.44,27730,1.521
6,10,40,1736.3,18970,1.062
6,10,41,1897.13,12950,0.719
6,10,42,1731.07,13570,0.737
6,10,43,1602.13,27730,1.573
6,10,44,1902.32,13640,0.724
6,10,45,1601.47,24400,1.261
6,10,46,1601.77,17800,1.023
6,10,47,1720.96,18810,0.997
6,10,48,1613.12,13460,0.722
6,10,49,1720.74,15110,0.813
6,10,50,1601.73,14080,0.776
6,10,51,1902.31,15000,0.86
7,10,1,2931.72,21360,1.207
7,10,2,2642.82,24210,1.308
7,10,3,2461.7,21440,1.193
7,10,4,2613.68,22780,1.213
7,10,5,2283.02,27600,1.369
7,10,6,2775.11,23040,1.13
7,10,7,2468.23,26160,1.306
7,10,8,2539.55,18090,0.909
7,10,9,2617.65,20550,1.025
7,10,10,2535.68,23430,0.003
7,10,11,2116.78,27590,1.418
7,10,12,2459.71,19800,0.956
7,10,13,2221.69,17560,0.87
7,10,14,2100.69,23900,1.164
7,10,15,2465.23,17460,0.867
7,10,16,2508.03,22330,1.117
7,10,17,2727.71,22740,1.179
7,10,18,2278.95,18520,0.922
7,10,19,2405.54,27730,1.433
7,10,20,2407.63,20780,1.054
7,10,21,2897.89,22080,1.134
7,10,22,2477.72,17330,0.877
7,10,23,2339.27,23740,1.199
7,10,24,2441.18,18480,0.94
7,10,25,2500.36,17860,0.907
7,10,26,2461.78,16420,0.807
7,10,27,2436.26,20350,1.025
7,10,28,2608.48,25070,1.239
7,10,29,2625.7,22960,1.129
7,10,30,2651.94,25580,1.266
7,10,31,2723.05,16900,0.873
7,10,32,2349.69,18970,0.946
7,10,33,2396.72,22280,1.108
7,10,34,2599.36,22780,1.134
7,10,35,2279.64,24610,1.246
7,10,36,2366.68,17040,0.841
7,10,37,2618.52,27730,1.369
7,10,38,2221.1,27230,1.346
7,10,39,2243.32,27730,0.177
7,10,40,2225.59,17600,0.876
7,10,41,2418.04,17960,0.903
7,10,42,2349.56,27730,1.359
7,10,43,2455.62,15900,0.803
7,10,44,2598.67,18300,0.911
7,10,45,2697.77,27730,1.395
7,10,46,2835.46,16780,0.831
7,10,47,2520.14,23000,1.165
7,10,48,2322.33,24020,1.201
7,10,49,2932.74,23550,1.209
7,10,50,2543.64,23320,1.149
7,10,51,2349.1,21020,1.04
8,10,1,3816.73,3770,0.199
8,10,2,3906.46,12100,0.645
8,10,3,3462.55,27730,1.455
8,10,4,3056.12,4390,0.231
8,10,5,3236.1,3350,0.18
8,10,6,2300,4990,0.272
8,10,7,3393.04,4150,0.226
8,10,8,2300,5280,0.281
8,10,9,2300.4,3870,0.208
8,10,10,2300,5520,0.311
8,10,11,2300,5230,0.276
8,10,12,2300,4860,0.264
8,10,13,3038.31,4200,0.221
8,10,14,3452.79,3970,0.213
8,10,15,2300.5,3660,0.195
8,10,16,2300.6,3850,0.213
8,10,17,2300,4770,0.252
8,10,18,2235.9,3310,0.172
8,10,19,2300,5860,0.314
8,10,20,3335.86,27730,1.442
8,10,21,3278.05,5240,0.276
8,10,22,3527.41,3890,0.203
8,10,23,3178.67,4830,0.259
8,10,24,2300,4860,0.255
8,10,25,2300,5060,0.27
8,10,26,3871.28,4370,0.239
8,10,27,2300,5510,0.298
8,10,28,2300,5360,0.284
8,10,29,2217.89,3030,0.164
8,10,30,2300.29,3680,0.191
8,10,31,3533.9,27730,1.489
8,10,32,2300,4640,0.251
8,10,33,3451.31,16250,0.846
8,10,34,2300,5810,0.315
8,10,35,2300.35,3890,0.207
8,10,36,3670.01,3250,0.176
8,10,37,2230.7,3030,0.172
8,10,38,2300,5340,0.284
8,10,39,2655.55,4960,0.267
8,10,40,3330.11,4630,0.247
8,10,41,2300.29,3880,0.216
8,10,42,2300.4,3610,0.198
8,10,43,2300.58,4020,0.213
8,10,44,3578.33,4670,0.247
8,10,45,3557.03,4210,0.228
8,10,46,3946.89,3620,0.201
8,10,47,2300,4760,0.256
8,10,48,3938.8,4530,0.242
8,10,49,2300,5080,0.271
8,10,50,2300,5020,0.266
8,10,51,2300,5100,0.27
9,10,1,2742.45,4450,0.24
9,10,2,2500,5130,0.274
9,10,3,2738.31,4140,0.229
9,10,4,2738.02,4320,0.234
9,10,5,2746.27,4110,0.232
9,10,6,2600,4800,0.258
9,10,7,2740.66,3650,0.194
9,10,8,2734.02,4580,-0.954
9,10,9,2742.74,3210,0.171
9,10,10,2735.93,3640,0.195
9,10,11,2748.37,4420,0.241
9,10,12,2748.65,3720,0.22
9,10,13,2500,5210,0.291
9,10,14,2732.47,3570,0.196
9,10,15,2738.81,4240,0.235
9,10,16,2600,4860,0.259
9,10,17,2750.75,4600,0.245
9,10,18,2730.57,3500,0.192
9,10,19,2746.88,4400,0.238
9,10,20,2746.17,3800,0.203
9,10,21,2749.7,3930,0.217
9,10,22,2738.8,3570,0.191
9,10,23,2745.92,3990,0.213
9,10,24,2733.99,3450,0.186
9,10,25,2742.11,4130,0.232
9,10,26,2732,4490,0.236
9,10,27,2741,3700,0.199
9,10,28,2737.5,3550,0.192
9,10,29,2500,5310,0.28
9,10,30,2760.75,4180,0.227
9,10,31,2733.83,4010,0.222
9,10,32,2737.12,3600,0.194
9,10,33,2750.52,3340,0.181
9,10,34,2738.05,3650,0.195
9,10,35,2737.82,3440,0.182
9,10,36,2500,5220,0.287
9,10,37,2734.36,3470,0.185
9,10,38,2738.3,4330,0.237
9,10,39,2746.82,3850,0.206
9,10,40,2600.49,3360,0.178
9,10,41,2742.57,4190,0.236
9,10,42,2600,4870,0.258
9,10,43,2743.3,4550,0.248
9,10,44,2745.53,4230,0.229
9,10,45,2500,5110,0.279
9,10,46,2600.68,3380,0.189
9,10,47,2734.95,3340,0.175
9,10,48,2756.05,3310,0.182
9,10,49,2600.48,3360,0.181
9,10,50,2740.48,3860,0.215
9,10,51,2748.02,3840,0.208
10,10,1,2946.6,4210,0.234
10,10,2,2946.26,4230,0.228
10,10,3,2898.17,3830,0.207
10,10,4,2944.37,4000,0.215
10,10,5,2945.86,3540,0.185
10,10,6,2946.02,3490,0.199
10,10,7,2948.4,3710,0.198
10,10,8,2898.14,3800,0.204
10,10,9,2943.42,4120,0.227
10,10,10,2945.83,3640,0.196
10,10,11,2945.94,3980,0.214
10,10,12,3024.21,3490,0.187
10,10,13,2946,5070,0.271
10,10,14,2945.62,3720,0.214
10,10,15,2945.84,3730,0.2
10,10,16,2943.37,4400,0.24
10,10,17,2898.23,3480,0.192
10,10,18,2898.1,4840,0.27
10,10,19,2943.58,4400,0.233
10,10,20,2945.79,3280,0.179
10,10,21,2943.92,4460,0.242
10,10,22,2943.42,4250,0.229
10,10,23,2943.42,4270,0.229
10,10,24,2898.22,4500,0.24
10,10,25,2943.7,4900,0.263
10,10,26,2948.88,4780,0.262
10,10,27,2898.18,3750,0.204
10,10,28,2946.09,3930,0.212
10,10,29,2951.25,3490,0.187
10,10,30,2943.53,5000,0.265
10,10,31,2946.92,3980,0.214
10,10,32,2898.29,4250,0.227
10,10,33,2949.07,3400,0.191
10,10,34,2945.84,4720,0.251
10,10,35,2946.21,3830,0.204
10,10,36,2943.43,4110,0.232
10,10,37,2898.1,3420,0.186
10,10,38,2898.27,3680,0.196
10,10,39,2945.83,4290,0.238
10,10,40,2898.18,3630,0.199
10,10,41,2943.42,3450,0.183
10,10,42,2946.55,4640,0.246
10,10,43,2943.43,4430,0.233
10,10,44,2945.84,4980,0.27
10,10,45,2898.22,4350,0.239
10,10,46,2945.95,4600,0.256
10,10,47,2945.83,4590,0.251
10,10,48,2943.34,3710,0.2
10,10,49,2898.25,4780,0.254
10,10,50,2945.98,4030,0.217
10,10,51,2943.64,3540,0.189
