Function,Dimension,Run,ErrorValue,Evals,Time
1,10,1,100,5880,0.294
1,10,2,100,5760,0.292
1,10,3,100,6280,0.315
1,10,4,100,6050,0.315
1,10,5,100,6290,0.316
1,10,6,100,6080,0.31
1,10,7,100,7490,0.374
1,10,8,100,5960,0.297
1,10,9,100,5760,0.285
1,10,10,100,8380,0.426
1,10,11,100,6060,0.299
1,10,12,100,5970,0.299
1,10,13,100,6530,0.344
1,10,14,100,6070,0.303
1,10,15,100,6000,0.297
1,10,16,100,6090,0.305
1,10,17,100,6020,0.31
1,10,18,100,6070,0.305
1,10,19,100,5880,0.29
1,10,20,100,6030,0.305
1,10,21,100,6040,0.301
1,10,22,100,6020,0.296
1,10,23,100,6270,0.32
1,10,24,100,6130,0.307
1,10,25,100,10800,0.542
1,10,26,100,6220,0.312
1,10,27,100,12180,0.612
1,10,28,100,6080,0.31
1,10,29,100,5870,0.296
1,10,30,100,6050,-0.913
1,10,31,100,6580,0.341
1,10,32,100,7380,0.382
1,10,33,100,6820,0.349
1,10,34,100,6200,0.312
1,10,35,100,6100,0.311
1,10,36,100,11180,0.549
1,10,37,100,6100,0.313
1,10,38,100,6100,0.308
1,10,39,100,5810,0.298
1,10,40,100,6420,0.337
1,10,41,100,5880,0.295
1,10,42,100,6300,0.315
1,10,43,100,5920,0.297
1,10,44,100,5910,0.297
1,10,45,100,5970,0.298
1,10,46,100,5830,0.287
1,10,47,100,5890,0.308
1,10,48,100,5660,0.284
1,10,49,100,6110,0.305
1,10,50,100,5930,0.296
1,10,51,100,6780,0.342
2,10,1,1902.74,4090,0.209
2,10,2,2519.7,3150,0.161
2,10,3,2235.49,3490,0.179
2,10,4,1988.53,4070,0.215
2,10,5,1364.02,6010,0.317
2,10,6,2002.38,3400,0.173
2,10,7,2041.46,5040,0.26
2,10,8,2322.61,3630,0.186
2,10,9,1440.8,3620,0.186
2,10,10,1880.14,3700,0.189
2,10,11,1254.73,5600,0.292
2,10,12,1566.65,4700,0.242
2,10,13,1684.76,4700,0.247
2,10,14,2175.77,3330,0.169
2,10,15,2072.48,5090,0.266
2,10,16,2427.39,13460,0.701
2,10,17,1788.22,3870,0.203
2,10,18,1583.28,4300,0.225
2,10,19,1458.67,3440,0.174
2,10,20,1776.12,3630,0.187
2,10,21,2128.23,3830,0.201
2,10,22,1652.78,5740,0.304
2,10,23,1841.35,3530,0.185
2,10,24,1989.4,4470,0.23
2,10,25,1629.89,3800,0.194
2,10,26,2244.17,3540,0.181
2,10,27,1579.4,4920,0.257
2,10,28,1475.63,3450,0.172
2,10,29,1671.86,5010,0.257
2,10,30,1705.43,3540,0.186
2,10,31,1928.37,4020,0.205
2,10,32,1524.77,14800,0.756
2,10,33,1373.9,7700,0.41
2,10,34,2383.55,4030,0.204
2,10,35,1874.67,6690,0.36
2,10,36,2010.4,15310,0.772
2,10,37,2018.7,3390,0.172
2,10,38,2293.22,3450,0.184
2,10,39,2507.94,3580,0.181
2,10,40,1678.71,3590,0.183
2,10,41,1542.94,4830,0.244
2,10,42,1758.22,3800,0.196
2,10,43,1588.41,14600,0.774
2,10,44,1816.07,4080,0.208
2,10,45,2376.48,3410,0.172
2,10,46,1746.96,3290,0.164
2,10,47,2009.66,4080,0.222
2,10,48,1778.89,4120,0.214
2,10,49,1798.17,3900,0.211
2,10,50,1988.28,4490,0.229
2,10,51,1705.88,3920,0.208
3,10,1,725.038,4580,0.236
3,10,2,717.181,4090,0.205
3,10,3,724.748,3940,0.202
3,10,4,720.315,4890,0.244
3,10,5,728.169,4590,0.231
3,10,6,724.993,4650,0.249
3,10,7,718.332,5890,0.299
3,10,8,740.144,4430,0.23
3,10,9,719.032,3950,0.199
3,10,10,722.135,4040,0.207
3,10,11,718.914,4330,0.22
3,10,12,713.171,3690,0.183
3,10,13,722.864,3610,0.184
3,10,14,727.862,3450,0.174
3,10,15,721.884,3850,0.195
3,10,16,727.176,3960,0.201
3,10,17,720.773,3690,0.194
3,10,18,730.409,3680,0.184
3,10,19,718.688,3890,0.205
3,10,20,732.187,4300,0.218
3,10,21,715.75,5000,0.251
3,10,22,722.615,3900,0.203
3,10,23,717.581,3830,0.194
3,10,24,715.051,3650,0.185
3,10,25,727.324,4280,0.22
3,10,26,718.225,4210,0.211
3,10,27,722.137,4190,0.216
3,10,28,734.731,3980,0.206
3,10,29,716.736,4120,0.211
3,10,30,723.718,5480,0.283
3,10,31,717.111,3880,0.196
3,10,32,737.755,5080,0.259
3,10,33,719.691,4430,0.224
3,10,34,720.643,4520,0.227
3,10,35,716.592,4790,0.239
3,10,36,727.558,3670,0.186
3,10,37,723.488,4180,0.223
3,10,38,726.788,4020,0.209
3,10,39,716.631,3690,0.186
3,10,40,723.79,4570,0.23
3,10,41,726.631,4130,0.212
3,10,42,724.83,5460,0.277
3,10,43,725.489,7120,0.357
3,10,44,724.571,4280,0.215
3,10,45,715.218,3870,0.197
3,10,46,725.813,4430,0.234
3,10,47,723.612,4180,0.22
3,10,48,717.784,3990,0.202
3,10,49,729.246,4620,0.234
3,10,50,715.878,4370,0.222
3,10,51,722.965,3830,0.192
4,10,1,1901.26,5170,0.273
4,10,2,1901.28,5010,0.252
4,10,3,1901,5160,-0.962
4,10,4,1900.38,5030,0.262
4,10,5,1900.79,7570,0.393
4,10,6,1901.7,8620,0.431
4,10,7,1901.16,5030,0.254
4,10,8,1900.58,4930,0.248
4,10,9,1901.64,4920,0.252
4,10,10,1900.9,5680,0.287
4,10,11,1901.01,5370,0.279
4,10,12,1901.84,4760,0.238
4,10,13,1901.25,5710,0.296
4,10,14,1902.22,5160,0.288
