Function,Dimension,Run,Error,Evals,Time
1,50,1,1.17549e-15,11850,10.471
2,50,1,2.9657e-13,258450,215.875
3,50,1,6.65283,545475,466.143
4,50,1,98426.3,73665,64.926
5,50,1,1.52676e-10,318360,252.56
6,50,1,43.4473,18825,16.589
7,50,1,36.9358,545475,464.604
8,50,1,21.2221,94230,83.982
9,50,1,29.5708,83085,94.586
10,50,1,0.0246371,21030,18.629
11,50,1,241.41,22890,20.32
12,50,1,197.001,19365,17.687
13,50,1,448.662,6705,6.105
14,50,1,14326.7,88275,77.562
15,50,1,14542.7,93165,82.235
16,50,1,3.90449,93345,90.172
17,50,1,490.957,4785,4.231
18,50,1,553.795,6165,5.566
19,50,1,12.858,152505,128.147
20,50,1,25,300,0.251
21,50,1,836.442,13140,12.216
22,50,1,15105.1,86340,77.573
23,50,1,15736.5,94245,87.022
24,50,1,283.909,65550,77.973
25,50,1,335.528,85920,101.817
26,50,1,361.283,67425,81.676
27,50,1,1175.04,79485,95.395
28,50,1,400,25575,24.718
1,50,2,2.22172e-15,12675,11.161
2,50,2,8.73501e-13,225945,190.153
3,50,2,8242.94,545475,461.461
4,50,2,95977.3,93525,82.495
5,50,2,3.22731e-10,331155,265.729
6,50,2,43.4473,23070,20.184
7,50,2,27.43,545475,459.197
8,50,2,21.2097,94665,84.702
9,50,2,30.6203,85770,96.862
10,50,2,0.0320454,21900,19.341
11,50,2,160.188,22980,20.207
12,50,2,171.132,20250,18.301
13,50,2,274.91,41205,36.784
14,50,2,14384.5,106980,94.432
15,50,2,14127.2,110355,97.902
16,50,2,4.29371,95190,92.783
17,50,2,483.919,9090,8.006
18,50,2,507.767,5325,4.778
19,50,2,8.95054,151230,127.192
20,50,2,22.4869,22500,20.063
21,50,2,836.442,14025,12.987
22,50,2,14926.6,121560,109.469
23,50,2,9802.16,391440,349.373
24,50,2,252.007,112425,131.432
25,50,2,302.243,110865,130.454
26,50,2,353.033,83025,99.696
27,50,2,1003.23,105405,125.376
28,50,2,3428.05,17400,16.615
1,50,3,1.96887e-15,12090,10.778
2,50,3,3.04613e-13,177405,149.36
3,50,3,888746,545475,454.933
4,50,3,109579,154515,137.758
