Function,Dimension,Run,ErrorValue
4,10,33,1.90036055e+03
4,10,34,1.90043613e+03
4,10,35,1.90043999e+03
4,10,36,1.90046398e+03
4,10,37,1.90036614e+03
4,10,38,1.90038625e+03
4,10,39,1.90047196e+03
4,10,40,1.90028958e+03
4,10,41,1.90034788e+03
4,10,42,1.90035511e+03
4,10,43,1.90032186e+03
4,10,44,1.90028299e+03
4,10,45,1.90043172e+03
4,10,46,1.90048350e+03
4,10,47,1.90022310e+03
4,10,48,1.90041045e+03
4,10,49,1.90049276e+03
4,10,50,1.90038788e+03
4,10,51,1.90041764e+03
5,10,1,1.70041629e+03
5,10,2,1.70020814e+03
5,10,3,1.70120310e+03
5,10,4,1.70261435e+03
5,10,5,1.70062443e+03
5,10,6,1.70120310e+03
5,10,7,1.70062443e+03
5,10,8,1.70020814e+03
5,10,9,1.70020814e+03
5,10,10,1.70041629e+03
5,10,11,1.70161939e+03
5,10,12,1.70120310e+03
5,10,13,1.70020814e+03
5,10,14,1.70020814e+03
5,10,15,1.70000000e+03
5,10,16,1.70231661e+03
5,10,17,1.70062443e+03
5,10,18,1.70020814e+03
5,10,19,1.70261435e+03
5,10,20,1.70041629e+03
5,10,21,1.70439612e+03
5,10,22,1.71117296e+03
5,10,23,1.70141125e+03
5,10,24,1.70041629e+03
5,10,25,1.70141125e+03
5,10,26,1.70240620e+03
5,10,27,1.70020814e+03
5,10,28,1.70041629e+03
5,10,29,1.70041629e+03
5,10,30,1.70041629e+03
5,10,31,1.70062443e+03
5,10,32,1.70161939e+03
5,10,33,1.70219806e+03
5,10,34,1.70000000e+03
5,10,35,1.70020814e+03
5,10,36,1.70041629e+03
5,10,37,1.70062443e+03
5,10,38,1.70020814e+03
5,10,39,1.70120310e+03
5,10,40,1.70141125e+03
5,10,41,1.70041629e+03
5,10,42,1.70539108e+03
5,10,43,1.70041629e+03
5,10,44,1.70041629e+03
5,10,45,1.70020814e+03
5,10,46,1.70000000e+03
5,10,47,1.70020814e+03
5,10,48,1.70020814e+03
5,10,49,1.70062443e+03
5,10,50,1.70041629e+03
5,10,51,1.70062443e+03
6,10,1,1.60057751e+03
6,10,2,1.60042262e+03
6,10,3,1.60041700e+03
6,10,4,1.60072082e+03
6,10,5,1.60072351e+03
6,10,6,1.60037728e+03
6,10,7,1.60055097e+03
6,10,8,1.60043388e+03
6,10,9,1.60069165e+03
6,10,10,1.60023005e+03
6,10,11,1.60001978e+03
6,10,12,1.60039781e+03
6,10,13,1.60024383e+03
6,10,14,1.60023758e+03
6,10,15,1.60067273e+03
6,10,16,1.60047507e+03
6,10,17,1.60049663e+03
6,10,18,1.60073437e+03
6,10,19,1.60037432e+03
6,10,20,1.60044056e+03
6,10,21,1.60045191e+03
6,10,22,1.60001654e+03
6,10,23,1.60073321e+03
6,10,24,1.60026146e+03
6,10,25,1.60046565e+03
6,10,26,1.60044133e+03
6,10,27,1.60023914e+03
6,10,28,1.60031623e+03
6,10,29,1.60047061e+03
6,10,30,1.60051880e+03
6,10,31,1.60007011e+03
6,10,32,1.60011542e+03
6,10,33,1.60032412e+03
6,10,34,1.60035127e+03
6,10,35,1.60043110e+03
6,10,36,1.60058453e+03
6,10,37,1.60011436e+03
6,10,38,1.60067037e+03
6,10,39,1.60031054e+03
6,10,40,1.60047393e+03
6,10,41,1.60004950e+03
6,10,42,1.60002459e+03
6,10,43,1.60088493e+03
6,10,44,1.60033203e+03
6,10,45,1.60043848e+03
6,10,46,1.60025546e+03
6,10,47,1.60049866e+03
6,10,48,1.60044175e+03
6,10,49,1.60024310e+03
6,10,50,1.60023373e+03
6,10,51,1.60040905e+03
7,10,1,2.10002385e+03
7,10,2,2.10000022e+03
7,10,3,2.10001280e+03
