Function,Dimension,Run,ErrorValue
10,10,1,2.89800899e+03
10,10,2,2.89800899e+03
10,10,3,2.89800899e+03
10,10,4,2.89803578e+03
10,10,5,2.89800899e+03
10,10,6,2.94581221e+03
10,10,7,2.89774287e+03
10,10,8,2.89804632e+03
10,10,9,2.89803578e+03
10,10,10,2.89800899e+03
10,10,11,2.89803196e+03
10,10,12,2.89774287e+03
10,10,13,2.89800899e+03
10,10,14,2.89800899e+03
10,10,15,2.89800899e+03
10,10,16,2.94332995e+03
10,10,17,2.89803578e+03
10,10,18,2.89800899e+03
10,10,19,2.94333009e+03
10,10,20,2.89800899e+03
10,10,21,2.89800899e+03
10,10,22,2.89800899e+03
10,10,23,2.89774287e+03
10,10,24,2.89800899e+03
10,10,25,2.89800899e+03
10,10,26,2.89800899e+03
10,10,27,2.89774287e+03
10,10,28,2.89774567e+03
10,10,29,2.89774287e+03
10,10,30,2.94332995e+03
10,10,31,2.89774287e+03
10,10,32,2.89774287e+03
10,10,33,2.89800899e+03
10,10,34,2.94337224e+03
10,10,35,2.89800899e+03
10,10,36,2.89800899e+03
10,10,37,2.94579294e+03
10,10,38,2.89800899e+03
10,10,39,2.89774287e+03
10,10,40,2.94332995e+03
10,10,41,2.89800899e+03
10,10,42,2.89774287e+03
10,10,43,2.94335672e+03
10,10,44,2.89806821e+03
10,10,45,2.89800899e+03
10,10,46,2.94336511e+03
10,10,47,2.89800899e+03
10,10,48,2.89800899e+03
10,10,49,2.89800899e+03
10,10,50,2.89800899e+03
10,10,51,2.89803578e+03
