Function,Dimension,Run,ErrorValue
4,10,33,1.90033348e+03
4,10,34,1.90037519e+03
4,10,35,1.90041177e+03
4,10,36,1.90044791e+03
4,10,37,1.90037585e+03
4,10,38,1.90036508e+03
4,10,39,1.90040354e+03
4,10,40,1.90046235e+03
4,10,41,1.90054373e+03
4,10,42,1.90041328e+03
4,10,43,1.90050130e+03
4,10,44,1.90049174e+03
4,10,45,1.90050294e+03
4,10,46,1.90025272e+03
4,10,47,1.90033378e+03
4,10,48,1.90048921e+03
4,10,49,1.90034009e+03
4,10,50,1.90037345e+03
4,10,51,1.90044844e+03
5,10,1,1.70340116e+03
5,10,2,1.70020814e+03
5,10,3,1.71158924e+03
5,10,4,1.70020814e+03
5,10,5,1.70041629e+03
5,10,6,1.70020814e+03
5,10,7,1.70120310e+03
5,10,8,1.70559922e+03
5,10,9,1.70062443e+03
5,10,10,1.70041629e+03
5,10,11,1.71158924e+03
5,10,12,1.70219806e+03
5,10,13,1.70219806e+03
5,10,14,1.71216791e+03
5,10,15,1.70161939e+03
5,10,16,1.70020814e+03
5,10,17,1.70141125e+03
5,10,18,1.70141125e+03
5,10,19,1.70020814e+03
5,10,20,1.70020814e+03
5,10,21,1.70240620e+03
5,10,22,1.70240620e+03
5,10,23,1.70141125e+03
5,10,24,1.70219806e+03
5,10,25,1.70141125e+03
5,10,26,1.70041629e+03
5,10,27,1.70062443e+03
5,10,28,1.70120310e+03
5,10,29,1.70062443e+03
5,10,30,1.70319302e+03
5,10,31,1.70020814e+03
5,10,32,1.70020814e+03
5,10,33,1.70141125e+03
5,10,34,1.70161939e+03
5,10,35,1.70360931e+03
5,10,36,1.70000000e+03
5,10,37,1.70062443e+03
5,10,38,1.70120310e+03
5,10,39,1.70099496e+03
5,10,40,1.70638604e+03
5,10,41,1.70000000e+03
5,10,42,1.70146917e+03
5,10,43,1.70141125e+03
5,10,44,1.70219806e+03
5,10,45,1.70161939e+03
5,10,46,1.70161939e+03
5,10,47,1.70141125e+03
5,10,48,1.70020814e+03
5,10,49,1.70041629e+03
5,10,50,1.70020814e+03
5,10,51,1.70041629e+03
6,10,1,1.60022758e+03
6,10,2,1.60045671e+03
6,10,3,1.60050101e+03
6,10,4,1.60034518e+03
6,10,5,1.60037305e+03
6,10,6,1.60067813e+03
6,10,7,1.60051781e+03
6,10,8,1.60031547e+03
6,10,9,1.60044194e+03
6,10,10,1.60073438e+03
6,10,11,1.60026771e+03
6,10,12,1.60025012e+03
6,10,13,1.60062366e+03
6,10,14,1.60072747e+03
6,10,15,1.60084723e+03
6,10,16,1.60002430e+03
6,10,17,1.60024209e+03
6,10,18,1.60046520e+03
6,10,19,1.60045902e+03
6,10,20,1.60072449e+03
6,10,21,1.60100744e+03
6,10,22,1.60033771e+03
6,10,23,1.60031439e+03
6,10,24,1.60050325e+03
6,10,25,1.60022761e+03
6,10,26,1.60014907e+03
6,10,27,1.60059972e+03
6,10,28,1.60007835e+03
6,10,29,1.60034812e+03
6,10,30,1.60023511e+03
6,10,31,1.60002850e+03
6,10,32,1.60088559e+03
6,10,33,1.60047815e+03
6,10,34,1.60034551e+03
6,10,35,1.60037615e+03
6,10,36,1.60055828e+03
6,10,37,1.60023835e+03
6,10,38,1.60043567e+03
6,10,39,1.60034278e+03
6,10,40,1.60042806e+03
6,10,41,1.60040916e+03
6,10,42,1.60033158e+03
6,10,43,1.60068207e+03
6,10,44,1.60026121e+03
6,10,45,1.60067086e+03
6,10,46,1.60024873e+03
6,10,47,1.60007207e+03
6,10,48,1.60016493e+03
6,10,49,1.60063902e+03
6,10,50,1.60066291e+03
6,10,51,1.60030964e+03
7,10,1,2.10000735e+03
7,10,2,2.10031236e+03
7,10,3,2.10046993e+03
7,10,4,2.10000131e+03
7,10,5,2.10079623e+03
7,10,6,2.10073247e+03
7,10,7,2.10045718e+03
7,10,8,2.10064216e+03
7,10,9,2.10031339e+03
7,10,10,2.10080741e+03
7,10,11,2.10000245e+03
7,10,12,2.10074724e+03
7,10,13,2.10049743e+03
7,10,14,2.10051396e+03
7,10,15,2.10081154e+03
7,10,16,2.10001820e+03
7,10,17,2.10112425e+03
7,10,18,2.10001597e+03
7,10,19,2.10049984e+03
7,10,20,2.10080261e+03
7,10,21,2.10002488e+03
7,10,22,2.10049932e+03
7,10,23,2.10031719e+03
7,10,24,2.10000233e+03
7,10,25,2.10039770e+03
7,10,26,2.10035879e+03
7,10,27,2.10020352e+03
7,10,28,2.10004141e+03
7,10,29,2.10000149e+03
7,10,30,2.10031263e+03
7,10,31,2.10001286e+03
7,10,32,2.10030258e+03
7,10,33,2.10000003e+03
7,10,34,2.10049493e+03
7,10,35,2.10095551e+03
7,10,36,2.10009117e+03
7,10,37,2.10033447e+03
7,10,38,2.10000061e+03
7,10,39,2.10001275e+03
7,10,40,2.10081217e+03
