Function,Dimension,Run,ErrorValue
4,10,33,1.90034191e+03
4,10,34,1.90037351e+03
4,10,35,1.90059361e+03
4,10,36,1.90044765e+03
4,10,37,1.90034507e+03
4,10,38,1.90035424e+03
4,10,39,1.90038864e+03
4,10,40,1.90043017e+03
4,10,41,1.90036891e+03
4,10,42,1.90031950e+03
4,10,43,1.90050441e+03
4,10,44,1.90024677e+03
4,10,45,1.90055812e+03
4,10,46,1.90032347e+03
4,10,47,1.90029912e+03
4,10,48,1.90037490e+03
4,10,49,1.90028534e+03
4,10,50,1.90046038e+03
4,10,51,1.90034473e+03
5,10,1,1.70041629e+03
5,10,2,1.70240620e+03
5,10,3,1.70062443e+03
5,10,4,1.70020814e+03
5,10,5,1.70041629e+03
5,10,6,1.70141125e+03
5,10,7,1.71117296e+03
5,10,8,1.70120310e+03
5,10,9,1.70062443e+03
5,10,10,1.70120310e+03
5,10,11,1.70041629e+03
5,10,12,1.70041629e+03
5,10,13,1.70161939e+03
5,10,14,1.70041629e+03
5,10,15,1.70041629e+03
5,10,16,1.70041629e+03
5,10,17,1.70161939e+03
5,10,18,1.70141125e+03
5,10,19,1.70120310e+03
5,10,20,1.70161939e+03
5,10,21,1.70020814e+03
5,10,22,1.70120310e+03
5,10,23,1.70141125e+03
5,10,24,1.70041629e+03
5,10,25,1.70120310e+03
5,10,26,1.70041629e+03
5,10,27,1.70020814e+03
5,10,28,1.70062443e+03
5,10,29,1.70161939e+03
5,10,30,1.70062443e+03
5,10,31,1.70041629e+03
5,10,32,1.70041629e+03
5,10,33,1.70041629e+03
5,10,34,1.70240620e+03
5,10,35,1.70041629e+03
5,10,36,1.70161939e+03
5,10,37,1.70062443e+03
5,10,38,1.70020814e+03
5,10,39,1.70041629e+03
5,10,40,1.70120310e+03
5,10,41,1.70273993e+03
5,10,42,1.70020814e+03
5,10,43,1.70120310e+03
5,10,44,1.70041629e+03
5,10,45,1.70120310e+03
5,10,46,1.70161939e+03
5,10,47,1.70141125e+03
5,10,48,1.70099496e+03
5,10,49,1.70099496e+03
5,10,50,1.70099496e+03
5,10,51,1.70219806e+03
6,10,1,1.60121703e+03
6,10,2,1.60023793e+03
6,10,3,1.60048414e+03
6,10,4,1.60007885e+03
6,10,5,1.60032248e+03
6,10,6,1.60002234e+03
6,10,7,1.60076848e+03
6,10,8,1.60029695e+03
6,10,9,1.60028582e+03
6,10,10,1.60024078e+03
6,10,11,1.60025632e+03
6,10,12,1.60010411e+03
6,10,13,1.60038759e+03
6,10,14,1.60010297e+03
6,10,15,1.60020264e+03
6,10,16,1.60050899e+03
6,10,17,1.60002671e+03
6,10,18,1.60114167e+03
6,10,19,1.60023223e+03
6,10,20,1.60070276e+03
6,10,21,1.60026561e+03
6,10,22,1.60023900e+03
6,10,23,1.60029244e+03
