Function,Dimension,Run,Error,Evals,Time
1,50,1,1.15396e-15,11925,10.753
2,50,1,1.27864e-15,111450,96.802
3,50,1,1.07451,545475,471.659
4,50,1,1.54653e-14,81690,74.03
5,50,1,3.44982e-11,272130,218.296
6,50,1,43.4473,23760,21.374
7,50,1,15.8813,96090,88.398
8,50,1,21.1419,545475,478.018
9,50,1,27.5199,66060,76.603
10,50,1,0.0369556,18150,16.535
11,50,1,106.46,15900,14.47
12,50,1,68.6521,18135,16.866
13,50,1,203.836,21450,19.864
14,50,1,4578.51,190140,168.843
15,50,1,7075.98,258645,232.037
16,50,1,0.103967,545475,530.003
17,50,1,143.479,30990,27.913
18,50,1,117.122,50640,46.338
19,50,1,6.3422,61965,54.567
20,50,1,22.3023,545475,473.329
21,50,1,836.442,12750,12.078
22,50,1,8139.23,210555,191.706
23,50,1,9309.88,216750,200.341
24,50,1,266.865,60900,73.722
25,50,1,297.929,94290,113.05
26,50,1,374.273,61095,74.962
27,50,1,900.557,65310,79.699
28,50,1,400,26340,25.93
1,50,2,1.37303e-15,11505,10.373
2,50,2,1.27459e-15,126255,109.591
3,50,2,0.00445551,545475,470.848
4,50,2,1.98377e-14,84555,76.251
5,50,2,1.0666e-10,246600,198.88
6,50,2,43.4473,24630,22.152
7,50,2,43.5392,169740,152.767
8,50,2,21.1389,545475,493.273
9,50,2,24.6614,78195,90.468
10,50,2,0.00985728,18645,17
11,50,2,103.476,16800,15.302
12,50,2,97.5058,18675,17.294
13,50,2,240.949,21750,20.215
14,50,2,5237.56,188760,167.587
15,50,2,5866.72,545475,482.129
16,50,2,3.60118,545475,527.95
17,50,2,132.567,33315,30.027
18,50,2,128.051,46395,42.426
19,50,2,8.15049,56505,49.655
20,50,2,20.8742,545475,478.865
21,50,2,1122.19,54600,51.619
22,50,2,9335.6,222360,200.171
23,50,2,9013,246195,228.921
24,50,2,264.173,76185,91.243
25,50,2,316.027,93450,112.305
26,50,2,356.858,69000,84.75
27,50,2,955.96,62190,75.839
28,50,2,400,26190,25.831
1,50,3,2.83073e-15,12255,11.04
2,50,3,2.16105e-15,110190,95.413
3,50,3,0.000579081,545475,473.341
4,50,3,9.465e-15,91575,82.773
5,50,3,2.90952e-10,235110,189.391
6,50,3,43.4473,19785,17.798
7,50,3,34.8409,122595,112.195
8,50,3,21.1671,545475,487.04
9,50,3,25.0239,61710,71.327
10,50,3,0.012321,17565,15.945
11,50,3,120.388,16905,15.284
12,50,3,88.5512,18345,17.023
13,50,3,143.603,18945,17.601
14,50,3,5373.54,198090,175.992
15,50,3,5922.64,194685,175.308
16,50,3,0.122418,545475,524.975
17,50,3,140.194,32505,29.231
18,50,3,180.386,81720,74.683
19,50,3,7.64949,47490,42.603
20,50,3,25,300,0.26
21,50,3,1122.19,31710,30.075
22,50,3,8615.81,211395,190.988
23,50,3,8227.01,208980,193.63
24,50,3,260.779,68100,81.91
25,50,3,314.388,77760,93.908
26,50,3,200,121155,147.007
27,50,3,1230.32,90870,109.997
28,50,3,400,26835,26.397
1,50,4,2.0346e-15,11895,10.747
2,50,4,1.23205e-15,110085,95.362
3,50,4,0.000239088,395550,343.371
4,50,4,2.50368e-14,112500,102.434
5,50,4,5.47458e-10,237000,191.904
6,50,4,43.4473,34350,30.776
7,50,4,18.9463,545475,470.078
8,50,4,21.1281,545475,486.287
