Function,Dimension,Run,Error,Evals,Time
1,50,1,4.17977e-15,13155,11.996
2,50,1,5.8757e-13,217950,186.576
3,50,1,252.618,545475,458.389
4,50,1,96077.4,120660,108.824
5,50,1,5.64226e-08,196080,162.511
6,50,1,43.4473,18840,16.762
7,50,1,8.72508,545475,457.73
8,50,1,21.1764,146025,132.738
9,50,1,23.5936,112620,128.698
10,50,1,0.0221857,20625,18.665
11,50,1,160.188,18450,16.617
12,50,1,100.491,24465,22.594
13,50,1,198.153,30150,27.586
14,50,1,14721,129450,116.649
15,50,1,5674.4,62055,56.21
16,50,1,3.79185,132570,131.199
17,50,1,460.706,29985,26.876
18,50,1,430.581,41175,37.406
19,50,1,7.8753,105660,91.126
20,50,1,25,300,0.251
21,50,1,836.442,13545,12.691
22,50,1,15114.1,140430,129.505
23,50,1,9271.75,321540,297.999
24,50,1,260.867,75180,90.147
25,50,1,311.069,125070,148.281
26,50,1,368.453,114195,138.43
27,50,1,1159.19,98055,118.442
28,50,1,400,28995,28.182
1,50,2,6.37481e-15,15345,13.819
2,50,2,4.07658e+08,3600,3.215
3,50,2,8.36445e+09,12315,11.179
4,50,2,94986.3,27495,24.953
5,50,2,1854.42,6480,5.774
6,50,2,43.4473,20865,18.759
7,50,2,99.4715,6900,6.337
8,50,2,21.1705,26715,24.594
9,50,2,44.343,7635,8.963
10,50,2,0.00985728,30600,27.83
11,50,2,463.514,6900,6.172
12,50,2,470.042,18690,17.263
13,50,2,451.745,11910,10.957
14,50,2,14998.4,27090,24.622
15,50,2,14434.3,27870,25.457
16,50,2,4.36224,27540,27.511
17,50,2,509.326,10215,9.152
18,50,2,530.535,11115,10.093
19,50,2,31.4289,11220,10.093
20,50,2,25,300,0.252
21,50,2,836.442,16455,15.524
22,50,2,16081.3,27015,25.056
23,50,2,16383.8,24840,23.541
24,50,2,357.215,17235,21.265
25,50,2,306.294,42690,52.735
26,50,2,438.011,6810,8.494
27,50,2,850.668,34410,42.577
28,50,2,400,32790,32.229
1,50,3,4.79879e-15,13755,12.296
2,50,3,3.61833e+08,2955,2.636
3,50,3,0.000249552,545475,473.132
4,50,3,95205.3,52980,48.174
5,50,3,6.61771e-12,271890,222.153
6,50,3,43.4473,24135,21.567
7,50,3,9.57668,545475,472.795
8,50,3,21.2547,53835,49.792
9,50,3,19.9884,116670,133.517
10,50,3,0.0172361,22035,19.994
11,50,3,397.492,15060,13.56
12,50,3,363.399,62295,57.472
13,50,3,412.078,31440,29.025
14,50,3,14057.3,50940,46.287
15,50,3,15200.9,47175,43.26
16,50,3,3.93437,50220,50.198
17,50,3,482.981,47715,42.887
18,50,3,426.977,37020,33.728
19,50,3,34.6433,22320,20.134
20,50,3,23.631,9135,8.339
21,50,3,1122.19,80505,76.014
22,50,3,15296.3,51930,48.279
23,50,3,16140.1,53685,50.893
24,50,3,265.832,118740,142.206
25,50,3,293.81,189465,223.641
26,50,3,200,268425,323.958
27,50,3,800.352,118095,142.028
28,50,3,400,46590,45.618
1,50,4,1.45396e-14,16095,14.288
2,50,4,1.79299e+07,10995,9.755
3,50,4,2.32429e+09,9270,8.333
4,50,4,91700.6,9750,8.701
5,50,4,0.00898947,38175,33.814
6,50,4,43.4473,29430,26.03
7,50,4,58.3693,31800,29.107
8,50,4,21.1811,57570,52.637
9,50,4,24.4151,150135,171.762
10,50,4,0.0246444,29400,26.323
11,50,4,175.112,23700,21.213
12,50,4,431.7,7485,6.828
13,50,4,439.425,20100,18.401
14,50,4,14635.2,5775,5.149
15,50,4,5385.33,270195,241.709
16,50,4,3.97189,55890,55.272
17,50,4,551.929,5610,4.974
18,50,4,524.576,11190,10.105
19,50,4,35.9985,13830,12.351
20,50,4,25,300,0.251
21,50,4,1122.19,28890,27.063
22,50,4,15459.5,19770,18.143
23,50,4,15458.8,12135,11.359
24,50,4,292.802,154890,184.559
25,50,4,327.889,159750,192.346
26,50,4,375.028,545475,659.518
27,50,4,1044.01,135840,164.721
28,50,4,400,33285,32.363
1,50,5,2.82425e-14,16920,15.153
2,50,5,3.30853e+08,2625,2.339
3,50,5,5.75602e+10,5790,5.235
4,50,5,117404,23760,21.62
5,50,5,3374.18,3390,2.999
6,50,5,43.4473,29355,26.112
7,50,5,157.19,9420,8.667
8,50,5,21.2054,24375,22.552
9,50,5,71.2698,1380,1.587
10,50,5,0.012321,38385,34.492
11,50,5,467.574,13155,11.818
12,50,5,480.792,9240,8.502
13,50,5,480.661,9570,8.791
14,50,5,15125.8,23025,21.016
15,50,5,15296.8,23070,21.115
16,50,5,4.44074,25125,25.142
17,50,5,481.696,8610,7.687
18,50,5,512.309,13845,12.564
