Function,Dimension,Run,Error
1,50,1,0.00000000e+00
2,50,1,3.63107633e+03
3,50,1,3.66524522e+02
4,50,1,9.26129766e-08
5,50,1,0.00000000e+00
6,50,1,4.34473315e+01
7,50,1,3.65606970e+00
8,50,1,2.11150635e+01
9,50,1,5.32141066e+01
10,50,1,2.95620279e-02
11,50,1,0.00000000e+00
12,50,1,1.46669634e+01
13,50,1,1.56522263e+01
14,50,1,3.29082095e-01
15,50,1,6.23606200e+03
16,50,1,1.98979243e-01
17,50,1,5.07925694e+01
18,50,1,9.29173659e+01
19,50,1,2.77685214e+00
20,50,1,1.76746974e+01
21,50,1,1.12218576e+03
22,50,1,1.69165007e+01
23,50,1,6.09325351e+03
24,50,1,2.17821567e+02
25,50,1,2.74977098e+02
26,50,1,2.00001018e+02
27,50,1,5.38095946e+02
28,50,1,4.00000000e+02
1,50,2,0.00000000e+00
2,50,2,1.49127685e+04
3,50,2,1.05416038e+04
4,50,2,0.00000000e+00
5,50,2,0.00000000e+00
6,50,2,4.34473315e+01
7,50,2,4.09155500e+00
8,50,2,2.11148369e+01
9,50,2,5.51704258e+01
10,50,2,4.90980235e-02
11,50,2,0.00000000e+00
12,50,2,1.20341762e+01
13,50,2,1.28288054e+01
14,50,2,3.59815110e-01
15,50,2,6.10524365e+03
16,50,2,3.74247678e-01
17,50,2,5.07947492e+01
18,50,2,1.02084475e+02
19,50,2,2.88639555e+00
20,50,2,1.87142305e+01
21,50,2,1.12218576e+03
22,50,2,1.50689670e+01
23,50,2,6.42214081e+03
24,50,2,2.29196092e+02
25,50,2,2.85300211e+02
26,50,2,2.00000321e+02
27,50,2,4.59016697e+02
28,50,2,4.00000000e+02
1,50,3,0.00000000e+00
2,50,3,4.53287933e+02
3,50,3,1.87352642e+01
4,50,3,0.00000000e+00
5,50,3,0.00000000e+00
6,50,3,4.34473315e+01
7,50,3,3.46226601e+00
8,50,3,2.11418814e+01
9,50,3,5.34847997e+01
10,50,3,0.00000000e+00
11,50,3,0.00000000e+00
12,50,3,1.66108810e+01
13,50,3,3.39946589e+01
14,50,3,1.57479363e-01
15,50,3,5.69149501e+03
16,50,3,3.79296737e-01
17,50,3,5.07861383e+01
18,50,3,1.22197806e+02
19,50,3,2.76727185e+00
20,50,3,1.77359786e+01
21,50,3,8.36442488e+02
22,50,3,1.51023970e+01
23,50,3,5.29998514e+03
24,50,3,2.11713627e+02
25,50,3,2.71344817e+02
26,50,3,2.00004854e+02
27,50,3,8.29741340e+02
28,50,3,4.00000000e+02
1,50,4,0.00000000e+00
2,50,4,2.16253299e+04
3,50,4,3.29626593e+03
4,50,4,6.17073154e-06
5,50,4,0.00000000e+00
6,50,4,4.34473315e+01
7,50,4,1.66105569e+00
8,50,4,2.09851552e+01
9,50,4,3.01717678e+01
10,50,4,7.39604033e-03
11,50,4,0.00000000e+00
12,50,4,1.25489132e+01
13,50,4,3.30142997e+01
14,50,4,1.64585706e-01
15,50,4,5.66332009e+03
16,50,4,1.13911387e+00
17,50,4,5.07862369e+01
18,50,4,7.09446166e+01
19,50,4,2.70486083e+00
20,50,4,1.83526503e+01
21,50,4,2.00000000e+02
22,50,4,1.46549711e+01
23,50,4,6.78472561e+03
24,50,4,2.29826677e+02
25,50,4,3.60185902e+02
26,50,4,2.00007653e+02
27,50,4,3.76895073e+02
28,50,4,4.00000000e+02
1,50,5,0.00000000e+00
2,50,5,1.65545973e+03
3,50,5,9.69089876e+01
4,50,5,1.62011012e-08
5,50,5,0.00000000e+00
6,50,5,4.34473315e+01
7,50,5,1.51451873e+00
8,50,5,2.07563545e+01
9,50,5,5.32445766e+01
10,50,5,9.85728461e-03
11,50,5,0.00000000e+00
12,50,5,1.78372412e+01
13,50,5,2.45182301e+01
14,50,5,3.04173062e-01
15,50,5,5.87209913e+03
16,50,5,1.34826970e+00
17,50,5,5.07858097e+01
18,50,5,1.05833198e+02
19,50,5,2.85090029e+00
20,50,5,1.83342001e+01
21,50,5,2.00000000e+02
22,50,5,1.32447850e+01
23,50,5,5.55867863e+03
24,50,5,2.08574047e+02
25,50,5,2.75581867e+02
26,50,5,2.00011803e+02
27,50,5,5.21430097e+02
28,50,5,4.00000000e+02
1,50,6,0.00000000e+00
2,50,6,1.30271501e+04
3,50,6,1.32313466e+05
4,50,6,1.05774781e-08
5,50,6,0.00000000e+00
6,50,6,4.34473315e+01
7,50,6,2.71864055e+00
8,50,6,2.11428858e+01
9,50,6,5.16700088e+01
10,50,6,1.47797768e-02
11,50,6,0.00000000e+00
12,50,6,1.43353886e+01
13,50,6,1.83593833e+01
14,50,6,3.30338771e-01
15,50,6,6.37281319e+03
16,50,6,1.36485585e+00
17,50,6,5.08117619e+01
18,50,6,1.01227327e+02
19,50,6,2.62994321e+00
20,50,6,1.75805193e+01
21,50,6,1.12218576e+03
22,50,6,1.42916486e+01
23,50,6,6.17249080e+03
24,50,6,2.12242396e+02
25,50,6,2.86382226e+02
26,50,6,3.17264760e+02
27,50,6,6.99868656e+02
28,50,6,4.00000000e+02
1,50,7,0.00000000e+00
2,50,7,5.20926507e+02
3,50,7,3.21550973e+04
4,50,7,0.00000000e+00
5,50,7,0.00000000e+00
6,50,7,4.34473315e+01
7,50,7,3.74513776e+00
8,50,7,2.10247521e+01
9,50,7,5.57811757e+01
10,50,7,0.00000000e+00
11,50,7,0.00000000e+00
12,50,7,1.41922741e+01
13,50,7,2.34446354e+01
14,50,7,2.35654189e-01
15,50,7,7.08517609e+03
16,50,7,1.37020958e-01
17,50,7,5.07867262e+01
18,50,7,1.06184704e+02
19,50,7,2.55835583e+00
20,50,7,1.74589949e+01
21,50,7,2.00000000e+02
22,50,7,1.39230875e+01
23,50,7,5.45059882e+03
24,50,7,2.12537938e+02
25,50,7,2.77263540e+02
26,50,7,3.04230671e+02
27,50,7,4.18431198e+02
28,50,7,4.00000000e+02
1,50,8,0.00000000e+00
2,50,8,1.00185129e+04
3,50,8,7.87631844e+03
4,50,8,0.00000000e+00
5,50,8,0.00000000e+00
6,50,8,4.34473315e+01
7,50,8,1.68387555e+00
8,50,8,2.11058880e+01
9,50,8,5.27074118e+01
10,50,8,7.39604033e-03
11,50,8,0.00000000e+00
12,50,8,1.43061064e+01
13,50,8,2.74396346e+01
14,50,8,1.80135855e-01
15,50,8,6.37707979e+03
16,50,8,9.39192647e-01
17,50,8,5.07863394e+01
18,50,8,1.11500440e+02
19,50,8,2.68749745e+00
20,50,8,1.78131249e+01
21,50,8,2.00000000e+02
22,50,8,1.28807389e+01
23,50,8,6.03535467e+03
24,50,8,2.04963158e+02
25,50,8,3.62424282e+02
26,50,8,2.00006728e+02
27,50,8,4.24823363e+02
28,50,8,4.00000000e+02
1,50,9,0.00000000e+00
2,50,9,1.68049079e+02
3,50,9,2.74165877e-02
4,50,9,1.33988886e-07
5,50,9,0.00000000e+00
6,50,9,4.34473315e+01
7,50,9,1.44844095e-01
8,50,9,2.11635863e+01
9,50,9,4.17539154e+01
10,50,9,1.47797768e-02
11,50,9,0.00000000e+00
12,50,9,1.41253109e+01
13,50,9,2.06286971e+01
14,50,9,8.70814742e-01
15,50,9,6.84910482e+03
16,50,9,9.57616260e-02
17,50,9,5.08305491e+01
18,50,9,6.53558664e+01
19,50,9,2.41430527e+00
20,50,9,1.75303216e+01
21,50,9,1.12218576e+03
22,50,9,2.04182440e+01
23,50,9,7.15793318e+03
24,50,9,2.05063176e+02
25,50,9,3.56773216e+02
26,50,9,2.00000652e+02
27,50,9,3.98868143e+02
28,50,9,4.00000000e+02
1,50,10,0.00000000e+00
2,50,10,3.74747118e+03
3,50,10,1.69534835e+02
4,50,10,0.00000000e+00
5,50,10,0.00000000e+00
6,50,10,4.34473315e+01
7,50,10,1.30977764e+00
8,50,10,2.10842687e+01
9,50,10,5.47536314e+01
10,50,10,7.39604033e-03
11,50,10,0.00000000e+00
12,50,10,1.06894402e+01
13,50,10,3.09838770e+01
14,50,10,3.29165728e-01
