Function,Dimension,Run,Error
1,30,1,0.00000000e+00
2,30,1,0.00000000e+00
3,30,1,3.18195318e+00
4,30,1,0.00000000e+00
5,30,1,0.00000000e+00
6,30,1,0.00000000e+00
7,30,1,1.12800239e+00
8,30,1,2.08788673e+01
9,30,1,2.46084323e+01
10,30,1,0.00000000e+00
11,30,1,0.00000000e+00
12,30,1,3.67480712e+00
13,30,1,4.58547280e+00
14,30,1,2.08192845e-02
15,30,1,2.26421130e+03
16,30,1,5.71021922e-01
17,30,1,3.04337484e+01
18,30,1,5.11609498e+01
19,30,1,1.22384572e+00
20,30,1,9.66708592e+00
21,30,1,3.00000000e+02
22,30,1,1.08235097e+02
23,30,1,2.19379765e+03
24,30,1,2.00058402e+02
25,30,1,2.39759210e+02
26,30,1,2.00000000e+02
27,30,1,3.06758858e+02
28,30,1,3.00000000e+02
1,30,2,0.00000000e+00
2,30,2,0.00000000e+00
3,30,2,0.00000000e+00
4,30,2,0.00000000e+00
5,30,2,0.00000000e+00
6,30,2,0.00000000e+00
7,30,2,4.56810298e-01
8,30,2,2.05208008e+01
9,30,2,2.36098332e+01
10,30,2,7.39604033e-03
11,30,2,0.00000000e+00
12,30,2,6.41362644e+00
13,30,2,4.53459736e+00
14,30,2,1.50610047e-01
15,30,2,2.89905539e+03
16,30,2,9.88619599e-01
17,30,2,3.04337483e+01
18,30,2,5.10833028e+01
19,30,2,1.29863635e+00
20,30,2,9.76925014e+00
21,30,2,3.00000000e+02
22,30,2,1.06096750e+02
23,30,2,2.60489775e+03
24,30,2,2.00040832e+02
25,30,2,2.41376962e+02
26,30,2,2.00000000e+02
27,30,2,3.00376125e+02
28,30,2,3.00000000e+02
1,30,3,0.00000000e+00
2,30,3,0.00000000e+00
3,30,3,0.00000000e+00
4,30,3,0.00000000e+00
5,30,3,0.00000000e+00
6,30,3,0.00000000e+00
7,30,3,1.11039454e-01
8,30,3,2.07336471e+01
9,30,3,2.43942000e+01
10,30,3,9.86467206e-03
11,30,3,0.00000000e+00
12,30,3,5.53452356e+00
13,30,3,6.28154664e+00
14,30,3,1.04096235e-01
15,30,3,3.04812488e+03
16,30,3,6.19249444e-01
17,30,3,3.04337486e+01
18,30,3,5.48672848e+01
