Function,Dimension,Run,Error
1,50,1,0.00000000e+00
2,50,1,8.31451226e+02
3,50,1,1.36558439e+03
4,50,1,0.00000000e+00
5,50,1,0.00000000e+00
6,50,1,4.34473315e+01
7,50,1,1.92369152e+00
8,50,1,2.11904394e+01
9,50,1,5.23580300e+01
10,50,1,7.39604033e-03
11,50,1,0.00000000e+00
12,50,1,1.54396874e+01
13,50,1,2.06774048e+01
14,50,1,3.21058717e-01
15,50,1,6.71469631e+03
16,50,1,1.29628791e+00
17,50,1,5.07943995e+01
18,50,1,9.75368856e+01
19,50,1,2.55327973e+00
20,50,1,1.76715037e+01
21,50,1,2.00000000e+02
22,50,1,1.71472295e+01
23,50,1,4.19784060e+03
24,50,1,2.08959332e+02
25,50,1,2.70497757e+02
26,50,1,3.05363791e+02
27,50,1,4.33067285e+02
28,50,1,4.00000000e+02
1,50,2,0.00000000e+00
2,50,2,2.66894399e+03
3,50,2,9.72909635e+02
4,50,2,0.00000000e+00
5,50,2,0.00000000e+00
6,50,2,4.34473315e+01
7,50,2,2.34410885e+00
8,50,2,2.11005093e+01
9,50,2,5.29803017e+01
10,50,2,2.95620279e-02
11,50,2,0.00000000e+00
12,50,2,1.63562314e+01
13,50,2,9.42866210e+00
14,50,2,3.23589227e-01
15,50,2,6.10940066e+03
16,50,2,1.23385208e+00
17,50,2,5.07866564e+01
18,50,2,9.24441174e+01
19,50,2,2.30299094e+00
20,50,2,1.80342803e+01
21,50,2,1.12218576e+03
22,50,2,1.32950518e+01
23,50,2,5.44200278e+03
24,50,2,2.21432197e+02
25,50,2,2.83017773e+02
26,50,2,2.00000574e+02
27,50,2,3.93136075e+02
28,50,2,4.00000000e+02
1,50,3,0.00000000e+00
2,50,3,6.61166256e+02
3,50,3,4.68839472e+01
4,50,3,0.00000000e+00
5,50,3,0.00000000e+00
6,50,3,4.34473315e+01
7,50,3,3.30102532e+00
8,50,3,2.09355398e+01
9,50,3,5.67443694e+01
10,50,3,7.39604033e-03
11,50,3,0.00000000e+00
12,50,3,1.68833864e+01
13,50,3,2.72613448e+01
14,50,3,4.65564567e-01
15,50,3,6.57178417e+03
16,50,3,9.25876961e-01
17,50,3,5.07930470e+01
18,50,3,1.03858094e+02
19,50,3,2.71779360e+00
20,50,3,1.69007363e+01
21,50,3,2.00000000e+02
22,50,3,1.28802806e+01
23,50,3,5.28075275e+03
24,50,3,2.07511634e+02
25,50,3,2.76034039e+02
